"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","week","LastDayofWeek","WeeklyConsumption","NetConsumption"
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_41","2017-10-15",3551,5311
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_42","2017-10-22",3458,65398
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_43","2017-10-29",3780,17121
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_31","2017-08-06",5445,8724
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_32","2017-08-13",5998,-5828
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_33","2017-08-20",4308,14821
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_34","2017-08-27",5467,-2427
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_35","2017-09-03",4703,22934
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_36","2017-09-10",5315,-14511
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_37","2017-09-17",4526,17329
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_38","2017-09-24",5284,6377
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_39","2017-10-01",4138,5489
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_40","2017-10-08",4898,-114
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_41","2017-10-15",4242,5311
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_42","2017-10-22",5532,65398
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_43","2017-10-29",3894,17121
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_31","2017-08-06",3871,8724
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_32","2017-08-13",3323,-5828
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_33","2017-08-20",4568,14821
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_34","2017-08-27",4077,-2427
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_35","2017-09-03",2717,22934
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_36","2017-09-10",3911,-14511
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_37","2017-09-17",4015,17329
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_38","2017-09-24",2907,6377
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_39","2017-10-01",2926,5489
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_40","2017-10-08",2883,-114
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_41","2017-10-15",3826,5311
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_42","2017-10-22",3146,65398
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_43","2017-10-29",3682,17121
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_31","2017-08-06",2503,8724
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_32","2017-08-13",2665,-5828
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_33","2017-08-20",2301,14821
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_34","2017-08-27",2693,-2427
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_35","2017-09-03",4694,22934
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_36","2017-09-10",4716,-14511
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_37","2017-09-17",4788,17329
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_38","2017-09-24",4195,6377
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_39","2017-10-01",2920,5489
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_40","2017-10-08",2626,-114
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_41","2017-10-15",3104,5311
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_42","2017-10-22",2752,65398
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_43","2017-10-29",2579,17121
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_31","2017-08-06",2334,8724
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_32","2017-08-13",2255,-5828
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_33","2017-08-20",3136,14821
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_34","2017-08-27",3187,-2427
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_35","2017-09-03",2626,22934
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_36","2017-09-10",3342,-14511
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_37","2017-09-17",2929,17329
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_38","2017-09-24",2865,6377
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_39","2017-10-01",2230,5489
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_40","2017-10-08",3237,-114
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_41","2017-10-15",3163,5311
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_42","2017-10-22",2362,65398
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_43","2017-10-29",3188,17121
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_31","2017-08-06",4719,8724
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_32","2017-08-13",5710,-5828
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_33","2017-08-20",5648,14821
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_34","2017-08-27",5470,-2427
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_35","2017-09-03",5441,22934
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_36","2017-09-10",5972,-14511
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_37","2017-09-17",5790,17329
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_38","2017-09-24",5041,6377
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_39","2017-10-01",6376,5489
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_40","2017-10-08",6045,-114
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_41","2017-10-15",4763,5311
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_42","2017-10-22",5612,65398
"Punggol","PG_B1","3004480331","008901628837","WS500060A","SUB","Indirect","2017_43","2017-10-29",5796,17121
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_31","2017-08-06",1091,8724
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_32","2017-08-13",1202,-5828
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_33","2017-08-20",1065,14821
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_34","2017-08-27",1235,-2427
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_35","2017-09-03",1254,22934
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_36","2017-09-10",1358,-14511
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_37","2017-09-17",1226,17329
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_38","2017-09-24",1288,6377
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_39","2017-10-01",1312,5489
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_40","2017-10-08",1444,-114
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_41","2017-10-15",1202,5311
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_42","2017-10-22",1501,65398
"Punggol","PG_B1","3004480341","008901658859","WS500066A","SUB","Indirect","2017_43","2017-10-29",1460,17121
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_31","2017-08-06",546,8724
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_32","2017-08-13",677,-5828
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_33","2017-08-20",650,14821
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_34","2017-08-27",829,-2427
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_35","2017-09-03",636,22934
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_36","2017-09-10",763,-14511
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_37","2017-09-17",785,17329
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_38","2017-09-24",678,6377
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_39","2017-10-01",710,5489
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_40","2017-10-08",609,-114
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_41","2017-10-15",602,5311
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_42","2017-10-22",757,65398
"Punggol","PG_B1","3004480355","008922872224","WS500072A","SUB","Indirect","2017_43","2017-10-29",608,17121
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_31","2017-08-06",2413,8724
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_32","2017-08-13",2598,-5828
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_33","2017-08-20",2792,14821
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_34","2017-08-27",2481,-2427
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_35","2017-09-03",2797,22934
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_36","2017-09-10",2505,-14511
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_37","2017-09-17",3644,17329
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_38","2017-09-24",5675,6377
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_39","2017-10-01",3701,5489
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_40","2017-10-08",4003,-114
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_41","2017-10-15",5865,5311
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_42","2017-10-22",5624,65398
"Punggol","PG_B1","3004480369","008936008773","WS500078A","SUB","Indirect","2017_43","2017-10-29",5710,17121
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_31","2017-08-06",5030,8724
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_32","2017-08-13",5800,-5828
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_33","2017-08-20",5521,14821
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_34","2017-08-27",5550,-2427
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_35","2017-09-03",6375,22934
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_36","2017-09-10",6329,-14511
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_37","2017-09-17",5997,17329
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_38","2017-09-24",5921,6377
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_39","2017-10-01",6626,5489
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_40","2017-10-08",6834,-114
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_41","2017-10-15",6277,5311
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_42","2017-10-22",6827,65398
"Punggol","PG_B1","3004480381","008901628977","WS500084A","SUB","Indirect","2017_43","2017-10-29",6765,17121
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_31","2017-08-06",3040,8724
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_32","2017-08-13",3709,-5828
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_33","2017-08-20",4100,14821
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_34","2017-08-27",4330,-2427
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_35","2017-09-03",4204,22934
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_36","2017-09-10",6349,-14511
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_37","2017-09-17",6635,17329
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_38","2017-09-24",7072,6377
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_39","2017-10-01",7252,5489
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_40","2017-10-08",6798,-114
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_41","2017-10-15",7610,5311
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_42","2017-10-22",6927,65398
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","2017_43","2017-10-29",6481,17121
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_31","2017-08-06",85511,1920
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_32","2017-08-13",96723,2347
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_33","2017-08-20",95567,2015
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_34","2017-08-27",95299,3660
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_35","2017-09-03",88809,2280
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_36","2017-09-10",102663,14558
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_37","2017-09-17",90153,2004
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_38","2017-09-24",89139,2325
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_39","2017-10-01",85494,2711
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_40","2017-10-08",82091,2080
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_41","2017-10-15",84459,2330
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_42","2017-10-22",87238,3417
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","2017_43","2017-10-29",87326,2596
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_31","2017-08-06",9523,8724
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_32","2017-08-13",10027,-5828
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_33","2017-08-20",10287,14821
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_34","2017-08-27",10156,-2427
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_35","2017-09-03",10833,22934
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_36","2017-09-10",9786,-14511
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_37","2017-09-17",11209,17329
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_38","2017-09-24",11359,6377
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_39","2017-10-01",11050,5489
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_40","2017-10-08",11496,-114
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_41","2017-10-15",11237,5311
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_42","2017-10-22",11279,65398
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","2017_43","2017-10-29",11284,17121
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_31","2017-08-06",251500,8724
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_32","2017-08-13",273100,-5828
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_33","2017-08-20",280900,14821
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_34","2017-08-27",270700,-2427
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_35","2017-09-03",294300,22934
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_36","2017-09-10",255000,-14511
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_37","2017-09-17",290200,17329
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_38","2017-09-24",283700,6377
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_39","2017-10-01",277100,5489
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_40","2017-10-08",277900,-114
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_41","2017-10-15",283100,5311
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_42","2017-10-22",341200,65398
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","2017_43","2017-10-29",287600,17121
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_31","2017-08-06",1328,15188
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_32","2017-08-13",1573,3548
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_33","2017-08-20",1753,5484
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_34","2017-08-27",1533,5487
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_35","2017-09-03",1749,6580
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_36","2017-09-10",1452,3522
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_37","2017-09-17",1385,-4476
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_38","2017-09-24",1434,5714
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_39","2017-10-01",1411,5113
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_40","2017-10-08",1338,-356
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_41","2017-10-15",1639,3501
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_42","2017-10-22",1511,6224
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","2017_43","2017-10-29",1772,1584
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_31","2017-08-06",2216,15188
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_32","2017-08-13",2791,3548
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_33","2017-08-20",2500,5484
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_34","2017-08-27",2834,5487
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_35","2017-09-03",2905,6580
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_36","2017-09-10",2801,3522
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_37","2017-09-17",2618,-4476
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_38","2017-09-24",2900,5714
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_39","2017-10-01",2721,5113
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_40","2017-10-08",2849,-356
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_41","2017-10-15",2774,3501
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_42","2017-10-22",2913,6224
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","2017_43","2017-10-29",2997,1584
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_31","2017-08-06",49,15188
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_32","2017-08-13",31,3548
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_33","2017-08-20",251,5484
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_34","2017-08-27",123,5487
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_35","2017-09-03",38,6580
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_36","2017-09-10",330,3522
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_37","2017-09-17",1344,-4476
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_38","2017-09-24",1932,5714
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_39","2017-10-01",2130,5113
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_40","2017-10-08",365,-356
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_41","2017-10-15",28,3501
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_42","2017-10-22",117,6224
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","2017_43","2017-10-29",22,1584
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_31","2017-08-06",6,15188
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_32","2017-08-13",0,3548
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_33","2017-08-20",472,5484
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_34","2017-08-27",3276,5487
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_35","2017-09-03",3403,6580
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_36","2017-09-10",3316,3522
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_37","2017-09-17",2991,-4476
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_38","2017-09-24",2993,5714
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_39","2017-10-01",3164,5113
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_40","2017-10-08",3158,-356
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_41","2017-10-15",3235,3501
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_42","2017-10-22",2801,6224
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","2017_43","2017-10-29",2728,1584
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_31","2017-08-06",4695,15188
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_32","2017-08-13",5067,3548
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_33","2017-08-20",4352,5484
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_34","2017-08-27",4966,5487
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_35","2017-09-03",5674,6580
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_36","2017-09-10",5106,3522
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_37","2017-09-17",5988,-4476
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_38","2017-09-24",4758,5714
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_39","2017-10-01",4881,5113
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_40","2017-10-08",4994,-356
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_41","2017-10-15",5919,3501
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_42","2017-10-22",5704,6224
"Punggol","PG_B2","3004520791","008903152935","WS500128A","SUB","Indirect","2017_43","2017-10-29",5031,1584
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_31","2017-08-06",4695,15188
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_32","2017-08-13",5067,3548
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_33","2017-08-20",4352,5484
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_34","2017-08-27",4966,5487
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_35","2017-09-03",5674,6580
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_36","2017-09-10",5106,3522
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_37","2017-09-17",5988,-4476
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_38","2017-09-24",4758,5714
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_39","2017-10-01",4881,5113
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_40","2017-10-08",4994,-356
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_41","2017-10-15",5919,3501
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_42","2017-10-22",5704,6224
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","2017_43","2017-10-29",5031,1584
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","2017_31","2017-08-06",902,15188
