"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","week","LastDayofWeek","WeeklyConsumption"
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_34",2017-08-27,7417
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_35",2017-09-03,6592
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_36",2017-09-10,7814
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_37",2017-09-17,6316
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_38",2017-09-24,6249
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_39",2017-10-01,6665
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_40",2017-10-08,6036
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_41",2017-10-15,6262
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_42",2017-10-22,5978
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_43",2017-10-29,5514
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_44",2017-11-05,4954
"Punggol","PG_B1","3004479927","008901658743","WS500035A","SUB","Indirect","2017_45",2017-11-11,5367
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_31",2017-08-06,3257
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_32",2017-08-13,3002
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_33",2017-08-20,3227
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_34",2017-08-27,2923
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_35",2017-09-03,2914
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_36",2017-09-10,1532
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_37",2017-09-17,3510
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_38",2017-09-24,2746
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_39",2017-10-01,2908
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_40",2017-10-08,2838
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_41",2017-10-15,2785
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_42",2017-10-22,3391
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_43",2017-10-29,2823
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_44",2017-11-05,3836
"Punggol","PG_B1","3004479948","008901628654","WS500041A","SUB","Indirect","2017_45",2017-11-11,2542
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_31",2017-08-06,8998
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_32",2017-08-13,11225
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_33",2017-08-20,8498
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_34",2017-08-27,9798
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_35",2017-09-03,8861
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_36",2017-09-10,9147
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_37",2017-09-17,9418
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_38",2017-09-24,5100
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_39",2017-10-01,5245
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_40",2017-10-08,3629
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_41",2017-10-15,0
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_42",2017-10-22,0
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_43",2017-10-29,560
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_44",2017-11-05,4967
"Punggol","PG_B1","3004479975","008928161200","WS500047A","SUB","Indirect","2017_45",2017-11-11,6231
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_31",2017-08-06,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_32",2017-08-13,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_33",2017-08-20,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_34",2017-08-27,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_35",2017-09-03,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_36",2017-09-10,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_37",2017-09-17,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_38",2017-09-24,0
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_39",2017-10-01,979
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_40",2017-10-08,2327
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_41",2017-10-15,3326
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_42",2017-10-22,3162
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_43",2017-10-29,2471
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_44",2017-11-05,2362
"Punggol","PG_B1","3004479996","008935956659","WS500053A","SUB","Indirect","2017_45",2017-11-11,1301
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_31",2017-08-06,4418
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_32",2017-08-13,5159
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_33",2017-08-20,4910
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_34",2017-08-27,5167
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_35",2017-09-03,4664
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_36",2017-09-10,5298
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_37",2017-09-17,5118
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_38",2017-09-24,5125
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_39",2017-10-01,5012
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_40",2017-10-08,4253
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_41",2017-10-15,5057
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_42",2017-10-22,5357
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_43",2017-10-29,5366
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_44",2017-11-05,5068
"Punggol","PG_B1","3004480018","008915390531","WS500059A","SUB","Indirect","2017_45",2017-11-11,3246
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_31",2017-08-06,3435
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_32",2017-08-13,4243
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_33",2017-08-20,4644
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_34",2017-08-27,4606
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_35",2017-09-03,4477
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_36",2017-09-10,2274
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_37",2017-09-17,4410
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_38",2017-09-24,4691
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_39",2017-10-01,4284
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_40",2017-10-08,4088
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_41",2017-10-15,4578
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_42",2017-10-22,4969
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_43",2017-10-29,4412
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_44",2017-11-05,4201
"Punggol","PG_B1","3004480042","008921778307","WS500065A","SUB","Indirect","2017_45",2017-11-11,2839
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_31",2017-08-06,1319
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_32",2017-08-13,1355
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_33",2017-08-20,1310
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_34",2017-08-27,1872
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_35",2017-09-03,1283
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_36",2017-09-10,1631
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_37",2017-09-17,1430
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_38",2017-09-24,1451
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_39",2017-10-01,1649
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_40",2017-10-08,1424
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_41",2017-10-15,1358
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_42",2017-10-22,1518
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_43",2017-10-29,1788
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_44",2017-11-05,1354
"Punggol","PG_B1","3004480056","008930525178","WS500071A","SUB","Indirect","2017_45",2017-11-11,1081
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_31",2017-08-06,1997
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_32",2017-08-13,2301
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_33",2017-08-20,2258
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_34",2017-08-27,2499
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_35",2017-09-03,2554
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_36",2017-09-10,2326
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_37",2017-09-17,2473
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_38",2017-09-24,2380
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_39",2017-10-01,2306
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_40",2017-10-08,2500
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_41",2017-10-15,2212
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_42",2017-10-22,2561
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_43",2017-10-29,2631
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_44",2017-11-05,2532
"Punggol","PG_B1","3004480067","008903619289","WS500077A","SUB","Indirect","2017_45",2017-11-11,1739
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_31",2017-08-06,3606
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_32",2017-08-13,4438
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_33",2017-08-20,3697
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_34",2017-08-27,4398
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_35",2017-09-03,4231
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_36",2017-09-10,3700
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_37",2017-09-17,4027
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_38",2017-09-24,3748
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_39",2017-10-01,3871
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_40",2017-10-08,3738
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_41",2017-10-15,3925
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_42",2017-10-22,3523
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_43",2017-10-29,3559
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_44",2017-11-05,3604
"Punggol","PG_B1","3004480078","008901634124","WS500083A","SUB","Indirect","2017_45",2017-11-11,2898
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_31",2017-08-06,2931
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_32",2017-08-13,2897
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_33",2017-08-20,2595
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_34",2017-08-27,3433
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_35",2017-09-03,3509
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_36",2017-09-10,2703
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_37",2017-09-17,386
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_38",2017-09-24,4550
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_39",2017-10-01,4479
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_40",2017-10-08,5927
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_41",2017-10-15,3720
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_42",2017-10-22,4145
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_43",2017-10-29,3793
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_44",2017-11-05,2730
"Punggol","PG_B1","3004480101","008925899984","WS500089A","SUB","Indirect","2017_45",2017-11-11,2701
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_31",2017-08-06,8437
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_32",2017-08-13,3317
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_33",2017-08-20,2760
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_34",2017-08-27,3124
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_35",2017-09-03,2947
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_36",2017-09-10,3530
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_37",2017-09-17,3051
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_38",2017-09-24,3416
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_39",2017-10-01,3104
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_40",2017-10-08,3469
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_41",2017-10-15,3199
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_42",2017-10-22,3231
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_43",2017-10-29,3055
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_44",2017-11-05,3664
"Punggol","PG_B1","3004480116","008901704901","WS500006A","SUB","Direct","2017_45",2017-11-11,2371
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_31",2017-08-06,6249
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_32",2017-08-13,7391
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_33",2017-08-20,7506
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_34",2017-08-27,8189
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_35",2017-09-03,8024
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_36",2017-09-10,7545
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_37",2017-09-17,7837
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_38",2017-09-24,7574
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_39",2017-10-01,8435
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_40",2017-10-08,8096
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_41",2017-10-15,7474
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_42",2017-10-22,8817
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_43",2017-10-29,8063
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_44",2017-11-05,8181
"Punggol","PG_B1","3004480136","008901668460","WS500012A","SUB","Direct","2017_45",2017-11-11,5758
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_31",2017-08-06,578
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_32",2017-08-13,1317
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_33",2017-08-20,873
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_34",2017-08-27,672
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_35",2017-09-03,882
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_36",2017-09-10,960
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_37",2017-09-17,73
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_38",2017-09-24,335
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_39",2017-10-01,764
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_40",2017-10-08,1035
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_41",2017-10-15,820
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_42",2017-10-22,613
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_43",2017-10-29,548
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_44",2017-11-05,743
"Punggol","PG_B1","3004480168","008901664592","WS500018A","SUB","Direct","2017_45",2017-11-11,460
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_31",2017-08-06,4362
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_32",2017-08-13,4387
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_33",2017-08-20,5178
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_34",2017-08-27,4427
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_35",2017-09-03,4196
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_36",2017-09-10,4143
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_37",2017-09-17,4386
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_38",2017-09-24,3648
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_39",2017-10-01,4158
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_40",2017-10-08,5885
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_41",2017-10-15,4861
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_42",2017-10-22,4038
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_43",2017-10-29,4894
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_44",2017-11-05,4494
"Punggol","PG_B1","3004480195","008931704640","WS500024A","SUB","Indirect","2017_45",2017-11-11,2903
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_31",2017-08-06,3246
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_32",2017-08-13,3949
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_33",2017-08-20,3742
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_34",2017-08-27,4060
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_35",2017-09-03,3859
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_36",2017-09-10,3748
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_37",2017-09-17,3603
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_38",2017-09-24,3748
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_39",2017-10-01,4074
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_40",2017-10-08,4066
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_41",2017-10-15,3551
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_42",2017-10-22,3458
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_43",2017-10-29,3780
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_44",2017-11-05,3883
"Punggol","PG_B1","3004480211","008919791981","WS500030A","SUB","Indirect","2017_45",2017-11-11,2842
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_31",2017-08-06,5445
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_32",2017-08-13,5998
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_33",2017-08-20,4308
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_34",2017-08-27,5467
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_35",2017-09-03,4703
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_36",2017-09-10,5315
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_37",2017-09-17,4526
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_38",2017-09-24,5284
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_39",2017-10-01,4138
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_40",2017-10-08,4898
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_41",2017-10-15,4242
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_42",2017-10-22,5532
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_43",2017-10-29,3894
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_44",2017-11-05,3638
"Punggol","PG_B1","3004480222","008919737935","WS500036A","SUB","Indirect","2017_45",2017-11-11,2763
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_31",2017-08-06,3871
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_32",2017-08-13,3323
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_33",2017-08-20,4568
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_34",2017-08-27,4077
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_35",2017-09-03,2717
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_36",2017-09-10,3911
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_37",2017-09-17,4015
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_38",2017-09-24,2907
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_39",2017-10-01,2926
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_40",2017-10-08,2883
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_41",2017-10-15,3826
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_42",2017-10-22,3146
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_43",2017-10-29,3682
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_44",2017-11-05,3253
"Punggol","PG_B1","3004480243","008927284623","WS500042A","SUB","Indirect","2017_45",2017-11-11,2451
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_31",2017-08-06,2503
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_32",2017-08-13,2665
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_33",2017-08-20,2301
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_34",2017-08-27,2693
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_35",2017-09-03,4694
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_36",2017-09-10,4716
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_37",2017-09-17,4788
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_38",2017-09-24,4195
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_39",2017-10-01,2920
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_40",2017-10-08,2626
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_41",2017-10-15,3104
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_42",2017-10-22,2752
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_43",2017-10-29,2579
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_44",2017-11-05,2526
"Punggol","PG_B1","3004480290","008917185368","WS500048A","SUB","Indirect","2017_45",2017-11-11,577
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_31",2017-08-06,2334
"Punggol","PG_B1","3004480316","008901633175","WS500054A","SUB","Indirect","2017_32",2017-08-13,2255
