"","id","service_point_sn","meter_sn","meter_type","site","start_date","end_date","duration","min5flow_ave","severity","status","notification_status","potential_savings"
"240",249,"3004521276","WS500106A","SUB","Punggol",2016-11-29,2016-12-21,23,1,"Severe","Close","new",22
"241",250,"3004521276","WS500106A","SUB","Punggol",2017-01-09,2017-01-28,20,1.33,"Severe","Close","new",30
"242",251,"3004521276","WS500106A","SUB","Punggol",2017-02-04,2017-02-13,10,2,"Severe","Close","new",45
"243",252,"3004521276","WS500106A","SUB","Punggol",2017-02-19,2017-03-19,29,1.67,"Severe","Close","new",37
"244",253,"3004521276","WS500106A","SUB","Punggol",2017-04-02,2017-04-12,11,4.33,"Severe","Close","new",97
"245",254,"3004521276","WS500106A","SUB","Punggol",2017-05-30,2017-06-03,5,3.33,"Severe","Close","new",75
"246",255,"3004521276","WS500106A","SUB","Punggol",2017-11-28,2017-12-02,5,1,"Severe","Close","new",22
"247",256,"3004521285","WS500112A","SUB","Punggol",2016-10-15,2016-10-18,4,2,"Moderate","Close","new",45
"248",257,"3004521285","WS500112A","SUB","Punggol",2016-12-12,2017-01-26,46,2,"Severe","Close","new",45
"249",259,"3004521473","WS500166A","SUB","Punggol",2016-03-08,2016-05-13,67,10.33,"Critical","Close","new",232
"250",260,"3004521507","WS500178A","SUB","Punggol",2016-03-12,2016-04-28,48,6,"Severe","Close","new",135
"251",261,"3004521507","WS500178A","SUB","Punggol",2016-06-02,2016-06-09,8,1.33,"Severe","Close","new",30
"252",262,"3004521507","WS500178A","SUB","Punggol",2016-06-13,2016-06-17,5,1,"Severe","Close","new",22
"253",263,"3004521507","WS500178A","SUB","Punggol",2016-06-20,2016-06-24,5,3.33,"Severe","Close","new",75
"254",264,"3004521507","WS500178A","SUB","Punggol",2016-07-05,2016-07-16,12,4,"Severe","Close","new",90
"255",265,"3004521507","WS500178A","SUB","Punggol",2016-08-12,2016-10-18,68,1.67,"Severe","Close","new",37
"256",266,"3004521507","WS500178A","SUB","Punggol",2016-10-21,2016-10-24,4,3.33,"Moderate","Close","new",75
"257",267,"3004521518","WS500093A","SUB","Punggol",2016-12-04,2016-12-10,7,1,"Severe","Close","new",22
"258",268,"3004521518","WS500093A","SUB","Punggol",2016-12-19,2017-01-03,16,1.67,"Severe","Close","new",37
"259",271,"3004521564","WS500101A","SUB","Punggol",2016-03-09,2016-03-25,17,18.67,"Critical","Close","new",419
"260",272,"3004521564","WS500101A","SUB","Punggol",2016-03-28,2016-04-20,24,21.33,"Critical","Close","new",478
"261",273,"3004521613","WS500113A","SUB","Punggol",2016-03-09,2017-06-21,470,22.67,"Critical","Close","new",508
"262",274,"3004521705","WS500143A","SUB","Punggol",2016-09-27,2016-09-30,4,3.67,"Moderate","Close","new",82
"263",275,"3004521715","WS500149A","SUB","Punggol",2017-03-08,2017-03-14,7,140,"Critical","Close","new",3140
"264",276,"3004521783","WS500179A","SUB","Punggol",2016-05-05,2016-05-08,4,1.33,"Moderate","Close","new",30
"265",277,"3004521783","WS500179A","SUB","Punggol",2016-06-02,2016-06-07,6,3,"Severe","Close","new",67
"266",278,"3004521783","WS500179A","SUB","Punggol",2016-06-29,2016-07-11,13,1.67,"Severe","Close","new",37
"267",279,"3004521783","WS500179A","SUB","Punggol",2016-07-19,2016-07-30,12,1.33,"Severe","Close","new",30
"268",231,"3004521085","WS500123A","SUB","Punggol",2018-01-10,2018-03-13,63,5,"Severe","Close","sent_sent",112
"269",232,"3004521085","WS500123A","SUB","Punggol",2018-03-20,2018-03-23,4,1.67,"Moderate","Close","sent_sent",37
"270",233,"3004521085","WS500123A","SUB","Punggol",2018-04-14,2018-04-22,9,1,"Severe","Close","sent_sent",22
"271",246,"3004521205","WS500171A","SUB","Punggol",2018-05-11,2018-06-08,29,2,"Severe","Close","sent_sent",45
"272",270,"3004521518","WS500093A","SUB","Punggol",2018-06-13,2018-06-16,4,1.33,"Moderate","Close","sent_sent",30
"273",280,"3004521783","WS500179A","SUB","Punggol",2016-09-10,2016-09-13,4,7,"Moderate","Close","new",157
"274",281,"3004521783","WS500179A","SUB","Punggol",2016-09-28,2016-10-04,7,3.33,"Severe","Close","new",75
"275",282,"3004521783","WS500179A","SUB","Punggol",2016-10-07,2016-11-19,44,4.67,"Severe","Close","new",105
"276",283,"3004521803","WS500094A","SUB","Punggol",2016-03-12,2016-07-11,122,2.67,"Severe","Close","new",60
"277",284,"3004521803","WS500094A","SUB","Punggol",2016-07-19,2017-03-31,256,18.33,"Critical","Close","new",411
"278",285,"3004521803","WS500094A","SUB","Punggol",2017-05-03,2017-07-20,79,22.33,"Critical","Close","new",501
"279",286,"3004521824","WS500098A","SUB","Punggol",2016-05-11,2016-06-01,22,1,"Severe","Close","new",22
"280",287,"3004521824","WS500098A","SUB","Punggol",2016-06-04,2017-01-30,241,6.33,"Severe","Close","new",142
"281",288,"3004521867","WS500108A","SUB","Punggol",2016-10-24,2016-10-29,6,18.33,"Critical","Close","new",411
"282",289,"3004521931","WS500120A","SUB","Punggol",2016-09-30,2016-10-17,18,3.33,"Severe","Close","new",75
"283",290,"3004521931","WS500120A","SUB","Punggol",2016-10-24,2017-01-02,71,4.67,"Severe","Close","new",105
"284",291,"3004521931","WS500120A","SUB","Punggol",2017-01-06,2017-01-30,25,2.67,"Severe","Close","new",60
"285",292,"3004521979","WS500132A","SUB","Punggol",2017-02-04,2017-02-27,24,3.33,"Severe","Close","new",75
"286",293,"3004521979","WS500132A","SUB","Punggol",2017-10-14,2018-01-25,104,7.67,"Severe","Close","new",172
"287",295,"3004522014","WS500144A","SUB","Punggol",2017-02-05,2017-02-09,5,46.33,"Critical","Close","new",1039
"288",296,"3004522058","WS500162A","SUB","Punggol",2016-07-02,2016-07-08,7,1.67,"Severe","Close","new",37
"289",297,"3004522058","WS500162A","SUB","Punggol",2018-01-20,2018-01-25,6,1.67,"Severe","Close","new",37
"290",298,"3004522151","WS500109A","SUB","Punggol",2017-12-10,2017-12-13,4,1,"Moderate","Close","new",22
"291",299,"3004522216","WS500139A","SUB","Punggol",2016-06-20,2016-07-02,13,2,"Severe","Close","new",45
"292",300,"3004522216","WS500139A","SUB","Punggol",2016-07-06,2016-07-20,15,3,"Severe","Close","new",67
"293",301,"3004522229","WS500145A","SUB","Punggol",2016-03-10,2016-05-18,70,5,"Severe","Close","new",112
"294",302,"3004522229","WS500145A","SUB","Punggol",2016-07-12,2016-07-17,6,6.67,"Severe","Close","new",150
"295",303,"3004522256","WS500157A","SUB","Punggol",2016-04-09,2016-04-16,8,2,"Severe","Close","new",45
"296",304,"3004522297","WS500175A","SUB","Punggol",2016-05-16,2016-06-08,24,1.67,"Severe","Close","new",37
"297",305,"3005448479","WS500309A","SUB","Punggol",2016-09-01,2016-09-22,22,21,"Critical","Close","new",471
"298",306,"3005448479","WS500309A","SUB","Punggol",2016-09-30,2016-10-03,4,2.67,"Moderate","Close","new",60
"299",307,"3005448483","WS500315A","SUB","Punggol",2016-06-10,2016-07-02,23,2,"Severe","Close","new",45
"300",308,"3005448487","WS500321A","SUB","Punggol",2017-02-14,2017-02-17,4,1.67,"Moderate","Close","new",37
"301",309,"3005448487","WS500321A","SUB","Punggol",2017-03-04,2017-03-08,5,1.33,"Severe","Close","new",30
"302",310,"3005448487","WS500321A","SUB","Punggol",2017-04-03,2017-04-24,22,2,"Severe","Close","new",45
"303",311,"3005448487","WS500321A","SUB","Punggol",2017-06-11,2017-07-27,47,3.33,"Severe","Close","new",75
"304",312,"3005448491","WS500327A","SUB","Punggol",2017-10-14,2017-10-17,4,1,"Moderate","Close","new",22
"305",313,"3005448539","WS500304A","SUB","Punggol",2017-09-25,2017-09-28,4,30.67,"Severe","Close","new",688
"306",314,"3005448643","WS500365A","SUB","Punggol",2017-01-20,2017-01-24,5,6.67,"Severe","Close","new",150
"307",315,"3005448647","WS500371A","SUB","Punggol",2018-01-04,2018-01-07,4,12,"Severe","Close","new",269
"308",548,"3001049844","VR500604","SUB","Yuhua",2018-05-10,2018-05-25,16,3,"Severe","Close","sent_sent",67
"309",318,"3090005152B","EP180491B","BYPASS","Punggol",2017-01-20,2017-03-04,44,63,"Critical","Close","new",1413
"310",323,"3100159491","WS500421A","SUB","Punggol",2016-07-04,2016-07-08,5,1,"Severe","Close","new",22
"311",324,"3100159491","WS500421A","SUB","Punggol",2016-08-11,2016-08-14,4,1,"Moderate","Close","new",22
"312",325,"3100159491","WS500421A","SUB","Punggol",2016-08-19,2016-08-27,9,1,"Severe","Close","new",22
"313",326,"3100159491","WS500421A","SUB","Punggol",2016-09-05,2016-09-09,5,1.33,"Severe","Close","new",30
"314",327,"3100159491","WS500421A","SUB","Punggol",2016-09-13,2016-09-28,16,1,"Severe","Close","new",22
"315",328,"3100159491","WS500421A","SUB","Punggol",2016-11-09,2016-11-12,4,1,"Moderate","Close","new",22
"316",329,"3100159491","WS500421A","SUB","Punggol",2016-12-29,2017-01-18,21,1,"Severe","Close","new",22
"317",330,"3100159491","WS500421A","SUB","Punggol",2017-02-07,2017-02-28,22,1,"Severe","Close","new",22
"318",331,"3100159491","WS500421A","SUB","Punggol",2017-03-20,2017-03-23,4,1,"Moderate","Close","new",22
"319",332,"3100159491","WS500421A","SUB","Punggol",2017-03-27,2017-04-01,6,1,"Severe","Close","new",22
"320",333,"3100159491","WS500421A","SUB","Punggol",2017-04-19,2017-04-28,10,1,"Severe","Close","new",22
"321",334,"3100159491","WS500421A","SUB","Punggol",2017-06-26,2017-07-01,6,1,"Severe","Close","new",22
"322",335,"3100159491","WS500421A","SUB","Punggol",2017-07-13,2017-08-01,20,1,"Severe","Close","new",22
"323",336,"3100159491","WS500421A","SUB","Punggol",2017-10-17,2017-10-21,5,1,"Severe","Close","new",22
"324",337,"3100159491","WS500421A","SUB","Punggol",2017-12-23,2017-12-26,4,1.33,"Moderate","Close","new",30
"325",338,"3100159491","WS500421A","SUB","Punggol",2018-01-18,2018-01-21,4,1,"Moderate","Close","new",22
"326",339,"3100159491","WS500421A","SUB","Punggol",2018-01-24,2018-02-06,14,1,"Severe","Close","new",22
"327",343,"3100159495","WS500429A","SUB","Punggol",2016-03-23,2016-04-10,19,3.67,"Severe","Close","new",82
"328",344,"3100159495","WS500429A","SUB","Punggol",2016-04-29,2016-05-06,8,9.33,"Severe","Close","new",209
"329",345,"3100159495","WS500429A","SUB","Punggol",2016-05-20,2016-05-30,11,14.67,"Critical","Close","new",329
"330",346,"3100159495","WS500429A","SUB","Punggol",2016-06-03,2016-06-06,4,15.33,"Severe","Close","new",344
"331",347,"3100159495","WS500429A","SUB","Punggol",2016-06-10,2016-06-21,12,15.33,"Critical","Close","new",344
"332",348,"3100159495","WS500429A","SUB","Punggol",2016-09-12,2016-09-15,4,7,"Moderate","Close","new",157
"333",349,"3100159495","WS500429A","SUB","Punggol",2017-09-12,2017-09-27,16,6,"Severe","Close","new",135
"334",294,"3004521979","WS500132A","SUB","Punggol",2018-02-05,2018-02-23,19,30.33,"Critical","Close","sent_sent",680
"335",319,"3090005202B","EP180513B","BYPASS","Punggol",2018-02-28,2018-03-07,8,9.33,"Severe","Close","sent_sent",209
"336",320,"3090005202B","EP180513B","BYPASS","Punggol",2018-03-13,2018-04-06,25,5,"Severe","Close","sent_sent",112
"337",322,"3100159479","WS500398A","SUB","Punggol",2018-06-04,2018-06-15,12,5.33,"Severe","Close","sent_sent",120
"338",340,"3100159491","WS500421A","SUB","Punggol",2018-03-03,2018-03-07,5,1,"Severe","Close","sent_sent",22
"339",341,"3100159491","WS500421A","SUB","Punggol",2018-04-20,2018-05-02,13,1.33,"Severe","Close","sent_sent",30
"340",342,"3100159491","WS500421A","SUB","Punggol",2018-05-11,2018-05-16,6,1.33,"Severe","Close","sent_sent",30
"341",350,"3100159623","WS500423A","SUB","Punggol",2016-09-15,2016-09-22,8,39.67,"Critical","Close","new",890
"342",351,"3100159643","WS500463A","SUB","Punggol",2016-12-05,2016-12-08,4,4.67,"Moderate","Close","new",105
"343",352,"3100159643","WS500463A","SUB","Punggol",2017-01-01,2017-01-08,8,2.33,"Severe","Close","new",52
"344",356,"3100159679","WS500400A","SUB","Punggol",2016-03-17,2016-04-11,26,2,"Severe","Close","new",45
"345",357,"3100159679","WS500400A","SUB","Punggol",2016-05-18,2016-05-23,6,1.67,"Severe","Close","new",37
"346",358,"3100159759","WS500425A","SUB","Punggol",2016-03-14,2016-04-22,40,5.33,"Severe","Close","new",120
"347",360,"3100159807","WS500521A","SUB","Punggol",2017-11-06,2017-11-10,5,2.33,"Severe","Close","new",52
"348",361,"3100159807","WS500521A","SUB","Punggol",2017-11-17,2017-12-05,19,5,"Severe","Close","new",112
"349",362,"3100159823","WS500418A","SUB","Punggol",2017-05-13,2017-05-24,12,1,"Severe","Close","new",22
"350",363,"3100159851","WS500474A","SUB","Punggol",2016-03-13,2016-03-19,7,8.67,"Severe","Close","new",194
"351",364,"3100159851","WS500474A","SUB","Punggol",2017-07-02,2017-07-06,5,1,"Severe","Close","new",22
"352",365,"3100159955","WS500412A","SUB","Punggol",2016-04-26,2016-05-10,15,2,"Severe","Close","new",45
"353",366,"3100159955","WS500412A","SUB","Punggol",2017-12-04,2017-12-07,4,5,"Moderate","Close","new",112
"354",367,"3100159955","WS500412A","SUB","Punggol",2017-12-21,2017-12-24,4,3.33,"Moderate","Close","new",75
"355",368,"3100159959","WS500420A","SUB","Punggol",2017-03-14,2017-03-25,12,2.67,"Severe","Close","new",60
"356",369,"3100159959","WS500420A","SUB","Punggol",2017-03-29,2017-04-13,16,1,"Severe","Close","new",22
"357",370,"3100159967","WS500436A","SUB","Punggol",2016-09-26,2016-09-30,5,1,"Severe","Close","new",22
"358",371,"3100249914","WS500230A","SUB","Punggol",2017-04-12,2017-04-16,5,2,"Severe","Close","new",45
"359",372,"3100249914","WS500230A","SUB","Punggol",2017-04-24,2017-05-04,11,2,"Severe","Close","new",45
"360",373,"3100249914","WS500230A","SUB","Punggol",2017-05-15,2017-05-20,6,2,"Severe","Close","new",45
"361",374,"3100249914","WS500230A","SUB","Punggol",2017-05-23,2017-07-02,41,1.33,"Severe","Close","new",30
"362",377,"3100249938","WS500278A","SUB","Punggol",2016-07-13,2016-07-20,8,3.33,"Severe","Close","new",75
"363",378,"3100249958","WS500199A","SUB","Punggol",2016-12-02,2016-12-07,6,102.67,"Critical","Close","new",2302
"364",379,"3100249978","WS500239A","SUB","Punggol",2016-05-05,2016-05-20,16,1,"Severe","Close","new",22
"365",380,"3100249978","WS500239A","SUB","Punggol",2016-05-28,2016-06-07,11,4,"Severe","Close","new",90
"366",381,"3100249978","WS500239A","SUB","Punggol",2017-11-13,2017-11-16,4,14,"Severe","Close","new",314
"367",382,"3100249978","WS500239A","SUB","Punggol",2018-01-08,2018-01-20,13,1,"Severe","Close","new",22
"368",386,"3100250118","WS500281A","SUB","Punggol",2017-08-15,2017-09-02,19,1,"Severe","Close","new",22
"369",387,"3100250142","WS500210A","SUB","Punggol",2016-08-23,2016-09-01,10,1,"Severe","Close","new",22
"370",388,"3100250306","WS500300A","SUB","Punggol",2017-03-27,2017-03-30,4,1,"Moderate","Close","new",22
"371",550,"3001053298","VR500606","SUB","Yuhua",2018-05-11,2018-05-17,7,1,"Severe","Close","sent_sent",22
"372",551,"3001053298","VR500606","SUB","Yuhua",2018-05-28,2018-08-06,71,1,"Severe","Close","sent_sent",22
"373",376,"3100249926","WS500254A","SUB","Punggol",2018-05-23,2018-07-26,65,5.33,"Severe","Close","sent_sent",120
"374",568,"3003486232","VR500670","SUB","Yuhua",2018-05-26,NA,100,4,"Severe","Open","sent",90
"375",553,"3003484740","VR500621","SUB","Yuhua",2018-04-23,2018-08-18,118,5,"Severe","Close","sent_sent",112
"376",552,"3003483046","VR500619","SUB","Yuhua",2018-04-22,2018-05-15,24,92,"Critical","Close","sent_sent",2063
"377",554,"3003487432","VR500624","SUB","Yuhua",2018-04-01,2018-06-11,72,5,"Severe","Close","sent_sent",112
"378",555,"3003488051","VR500625","SUB","Yuhua",2018-07-04,2018-07-09,6,2,"Severe","Close","sent_sent",45
"379",353,"3100159643","WS500463A","SUB","Punggol",2018-03-29,2018-04-02,5,1,"Severe","Close","sent_sent",22
"380",355,"3100159643","WS500463A","SUB","Punggol",2018-05-06,2018-06-22,48,1,"Severe","Close","sent_sent",22
"381",359,"3100159767","WS500441A","SUB","Punggol",2018-04-11,2018-04-14,4,3,"Moderate","Close","sent_sent",67
"382",375,"3100249926","WS500254A","SUB","Punggol",2018-03-18,2018-03-30,13,4,"Severe","Close","sent_sent",90
"383",383,"3100250082","WS500209A","SUB","Punggol",2018-04-14,2018-04-19,6,1,"Severe","Close","sent_sent",22
"384",384,"3100250082","WS500209A","SUB","Punggol",2018-04-27,2018-05-14,18,1,"Severe","Close","sent_sent",22
"385",385,"3100250082","WS500209A","SUB","Punggol",2018-06-12,2018-07-08,27,22.67,"Critical","Close","sent_sent",508
"386",389,"3100250306","WS500300A","SUB","Punggol",2018-05-18,2018-05-23,6,3.33,"Severe","Close","sent_sent",75
"387",390,"3100250338","WS500245A","SUB","Punggol",2018-04-01,2018-04-08,8,1,"Severe","Close","sent_sent",22
"388",558,"3003485775","VR500630","SUB","Yuhua",2018-06-03,2018-06-10,8,5,"Severe","Close","sent_sent",112
"389",559,"3003487450","VR500640","SUB","Yuhua",2018-05-24,2018-05-30,7,2,"Severe","Close","sent_sent",45
"390",560,"3003487450","VR500640","SUB","Yuhua",2018-06-04,2018-06-10,7,55,"Critical","Close","sent_sent",1233
"391",562,"3003484779","VR500645","SUB","Yuhua",2018-06-20,2018-06-25,6,21,"Critical","Close","sent_sent",471
"392",563,"3003484779","VR500645","SUB","Yuhua",2018-06-28,2018-07-03,6,18,"Critical","Close","sent_sent",404
"393",564,"3003483619","VR500651","SUB","Yuhua",2018-06-10,2018-06-26,17,23,"Critical","Close","sent_sent",516
"394",565,"3003483644","VR500659","SUB","Yuhua",2018-04-01,2018-06-01,62,9,"Severe","Close","sent_sent",202
"395",566,"3003484493","VR500668","SUB","Yuhua",2018-06-19,2018-06-25,7,2,"Severe","Close","sent_sent",45
"396",567,"3003486232","VR500670","SUB","Yuhua",2018-04-20,2018-04-27,8,3,"Severe","Close","sent_sent",67
"397",569,"3003487410","VR500679","SUB","Yuhua",2018-04-11,2018-04-14,4,1,"Moderate","Close","sent_sent",22
"398",570,"3003487410","VR500679","SUB","Yuhua",2018-04-24,2018-04-27,4,3,"Moderate","Close","sent_sent",67
"399",571,"3003487410","VR500679","SUB","Yuhua",2018-05-21,2018-05-27,7,7,"Severe","Close","sent_sent",157
"400",572,"3003487410","VR500679","SUB","Yuhua",2018-06-05,2018-06-08,4,2,"Moderate","Close","sent_sent",45
"401",574,"3003483683","VR500683","SUB","Yuhua",2018-06-11,2018-06-25,15,1,"Severe","Close","sent_sent",22
"402",575,"3003483683","VR500683","SUB","Yuhua",2018-07-09,2018-07-18,10,1,"Severe","Close","sent_sent",22
"403",576,"3003486270","VR500686","SUB","Yuhua",2018-04-01,2018-07-22,113,3,"Severe","Close","sent_sent",67
"404",608,"3003506965","VR500896","SUB","Yuhua",2018-07-19,2018-08-02,15,1,"Severe","Close","sent_sent",22
"405",611,"3003508756","VR500898","SUB","Yuhua",2018-07-19,2018-07-27,9,1,"Severe","Close","sent_sent",22
"406",590,"3001095138","VR500832","SUB","Yuhua",2018-07-10,2018-07-26,17,2,"Severe","Close","sent_sent",45
"407",630,"3000703248","VR501958","SUB","Yuhua",2018-05-15,NA,111,4,"Severe","Open","sent",90
"408",624,"3003371973","VR501858","SUB","Yuhua",2018-07-26,2018-08-31,37,3,"Severe","Close","sent_sent",67
"409",620,"3003369047","VR500971","SUB","Yuhua",2018-07-26,2018-07-29,4,2,"Moderate","Close","sent_sent",45
"410",577,"3003488045","VR500688","SUB","Yuhua",2018-06-16,2018-06-20,5,10,"Critical","Close","sent_sent",224
"411",579,"3001097053","VR500821","SUB","Yuhua",2018-07-03,2018-07-22,20,4,"Severe","Close","sent_sent",90
"412",580,"3001098844","VR500822","SUB","Yuhua",2018-07-10,2018-07-13,4,1,"Moderate","Close","sent_sent",22
"413",581,"3001103428","VR500825","SUB","Yuhua",2018-04-19,2018-04-23,5,2,"Severe","Close","sent_sent",45
"414",582,"3001103428","VR500825","SUB","Yuhua",2018-05-07,2018-05-10,4,1,"Moderate","Close","sent_sent",22
"415",583,"3001103428","VR500825","SUB","Yuhua",2018-05-28,2018-06-02,6,1,"Severe","Close","sent_sent",22
"416",586,"3001108193","VR500829","SUB","Yuhua",2018-04-30,2018-05-06,7,1,"Severe","Close","sent_sent",22
"417",587,"3001108193","VR500829","SUB","Yuhua",2018-06-25,2018-06-29,5,1,"Severe","Close","sent_sent",22
"418",588,"3001108193","VR500829","SUB","Yuhua",2018-07-03,2018-07-07,5,1,"Severe","Close","sent_sent",22
"419",589,"3001108193","VR500829","SUB","Yuhua",2018-07-14,2018-07-20,7,1,"Severe","Close","sent_sent",22
"420",610,"3003508756","VR500898","SUB","Yuhua",2018-06-23,2018-08-13,52,4,"Severe","Close","sent_sent",90
"421",591,"3001095138","VR500832","SUB","Yuhua",2018-07-21,2018-07-24,4,1,"Moderate","Close","sent_sent",22
"422",592,"3001098882","VR500834","SUB","Yuhua",2018-05-13,2018-05-18,6,1,"Severe","Close","sent_sent",22
"423",594,"3003506321","VR500847","SUB","Yuhua",2018-05-21,2018-05-27,7,2,"Severe","Close","sent_sent",45
"424",596,"3003506399","VR500848","SUB","Yuhua",2018-06-24,2018-07-11,18,44,"Critical","Close","sent_sent",987
"425",597,"3003506940","VR500869","SUB","Yuhua",2018-06-24,2018-07-11,18,4,"Severe","Close","sent_sent",90
"426",599,"3003503266","VR500873","SUB","Yuhua",2018-04-13,2018-04-23,11,3,"Severe","Close","sent_sent",67
"427",600,"3003508719","VR500880","SUB","Yuhua",2018-06-21,2018-06-27,7,5,"Severe","Close","sent_sent",112
"428",601,"3003508719","VR500880","SUB","Yuhua",2018-06-30,2018-07-06,7,19,"Critical","Close","sent_sent",426
"429",602,"3003508719","VR500880","SUB","Yuhua",2018-07-16,2018-07-20,5,15,"Critical","Close","sent_sent",336
"430",603,"3003505641","VR500885","SUB","Yuhua",2018-04-01,2018-04-08,8,2,"Severe","Close","sent_sent",45
"431",604,"3003505641","VR500885","SUB","Yuhua",2018-07-15,2018-07-24,10,2,"Severe","Close","sent_sent",45
"432",605,"3003505131","VR500893","SUB","Yuhua",2018-06-24,2018-06-29,6,3,"Severe","Close","sent_sent",67
"433",606,"3003506965","VR500896","SUB","Yuhua",2018-06-23,2018-06-26,4,1,"Moderate","Close","sent_sent",22
"434",607,"3003506965","VR500896","SUB","Yuhua",2018-07-01,2018-07-13,13,1,"Severe","Close","sent_sent",22
"435",593,"3001098882","VR500834","SUB","Yuhua",2018-06-20,2018-08-21,63,1,"Severe","Close","sent_sent",22
"436",609,"3003508756","VR500898","SUB","Yuhua",2018-06-01,2018-06-04,4,4,"Moderate","Close","sent_sent",90
"437",614,"3003506375","VR500904","SUB","Yuhua",2018-06-19,2018-06-29,11,2,"Severe","Close","sent_sent",45
"438",615,"3003506375","VR500904","SUB","Yuhua",2018-07-10,2018-07-13,4,1,"Moderate","Close","sent_sent",22
"439",616,"3003508795","VR500914","SUB","Yuhua",2018-06-25,2018-07-02,8,6,"Severe","Close","sent_sent",135
"440",617,"3003368424","VR500970","SUB","Yuhua",2018-07-03,2018-07-06,4,1,"Moderate","Close","sent_sent",22
"441",619,"3003369047","VR500971","SUB","Yuhua",2018-06-20,2018-06-25,6,4,"Severe","Close","sent_sent",90
"442",621,"3000852270","VR501764","SUB","Yuhua",2018-06-21,2018-06-24,4,1,"Moderate","Close","sent_sent",22
"443",622,"3003371973","VR501858","SUB","Yuhua",2018-06-11,2018-06-16,6,3,"Severe","Close","sent_sent",67
"444",623,"3003371973","VR501858","SUB","Yuhua",2018-06-20,2018-07-20,31,2,"Severe","Close","sent_sent",45
"445",625,"3003484718","VR501859","SUB","Yuhua",2018-04-13,2018-04-17,5,1,"Severe","Close","sent_sent",22
"446",626,"3000700257","VR501948","SUB","Yuhua",2018-04-04,2018-04-12,9,111,"Critical","Close","sent_sent",2489
"447",627,"3000702031","VR501957","SUB","Yuhua",2018-06-12,2018-06-19,8,31,"Critical","Close","sent_sent",695
"448",628,"3000703248","VR501958","SUB","Yuhua",2018-04-10,2018-04-23,14,49,"Critical","Close","sent_sent",1099
"449",631,"3000704470","VR501959","SUB","Yuhua",2018-06-18,2018-07-03,16,1,"Severe","Close","sent_sent",22
"450",632,"3000705658","VR501960","SUB","Yuhua",2018-04-15,2018-06-19,66,2,"Severe","Close","sent_sent",45
"451",633,"3000703260","VR501966","SUB","Yuhua",2018-04-27,2018-05-01,5,1,"Severe","Close","sent_sent",22
"452",634,"3000703260","VR501966","SUB","Yuhua",2018-05-27,2018-06-04,9,1,"Severe","Close","sent_sent",22
"453",635,"3000703260","VR501966","SUB","Yuhua",2018-06-15,2018-06-18,4,1,"Moderate","Close","sent_sent",22
"454",637,"3000703292","VR501974","SUB","Yuhua",2018-05-17,2018-06-03,18,4,"Severe","Close","sent_sent",90
"455",638,"3003304361","VR501978","SUB","Yuhua",2018-04-24,2018-04-28,5,57,"Critical","Close","sent_sent",1278
"456",639,"3003304978","VR501979","SUB","Yuhua",2018-04-23,2018-05-04,12,3,"Severe","Close","sent_sent",67
"457",640,"3003304978","VR501979","SUB","Yuhua",2018-05-07,2018-06-05,30,11,"Critical","Close","sent_sent",247
"458",641,"3003305397","VR501980","SUB","Yuhua",2018-05-01,2018-05-04,4,23,"Severe","Close","sent_sent",516
"459",642,"3003306015","VR501988","SUB","Yuhua",2018-04-18,2018-04-27,10,2,"Severe","Close","sent_sent",45
"460",643,"3003303751","VR501993","SUB","Yuhua",2018-04-01,2018-06-14,75,1,"Severe","Close","sent_sent",22
"461",23,"3000138898B","EP180635","BYPASS","Tuas",2018-01-18,2018-07-18,182,40,"Critical","Close","sent_sent",897
"462",63,"3000390837B","AJ186390","BYPASS","Tuas",2018-04-02,2018-04-06,5,28,"Critical","Close","sent_sent",628
"463",192,"3004479661","WS500034A","SUB","Punggol",2018-06-14,2018-06-29,16,5,"Severe","Close","sent_sent",112
"464",269,"3004521518","WS500093A","SUB","Punggol",2018-03-22,2018-04-18,28,1,"Severe","Close","sent_sent",22
"465",317,"3005448783","WS500385A","SUB","Punggol",2018-05-01,2018-05-04,4,1.33,"Moderate","Close","sent_sent",30
"466",354,"3100159643","WS500463A","SUB","Punggol",2018-04-11,2018-05-03,23,1,"Severe","Close","sent_sent",22
"467",81,"3000391332B","AP280351C","BYPASS","Tuas",2018-05-30,2018-07-21,53,16,"Critical","Close","sent_sent",359
"468",686,"3003286998","VR502833","SUB","Yuhua",2018-06-28,2018-07-29,32,3,"Severe","Close","sent_sent",67
"469",24,"3000140559B","AJ180239","BYPASS","Tuas",2016-02-04,NA,942,172,"Critical","Open","sent",3857
"470",677,"3003289183","VR502814","SUB","Yuhua",2018-07-19,2018-07-28,10,3,"Severe","Close","sent_sent",67
"471",658,"3000673213","VR502748","SUB","Yuhua",2018-04-01,2018-07-28,119,3,"Severe","Close","sent_sent",67
"472",668,"3003286319","VR502777","SUB","Yuhua",2018-06-04,NA,91,4,"Severe","Open","sent",90
"473",688,"3000854106","VR503133","SUB","Yuhua",2018-07-17,2018-07-26,10,1,"Severe","Close","sent_sent",22
"474",693,"3003367219","VR503162","SUB","Yuhua",2018-06-30,NA,65,1,"Severe","Open","sent",22
"475",645,"3003304382","VR501994","SUB","Yuhua",2018-06-11,2018-06-14,4,14,"Severe","Close","sent_sent",314
"476",646,"3003307258","VR501999","SUB","Yuhua",2018-04-08,2018-06-05,59,9,"Severe","Close","sent_sent",202
