"family_id","service_point_sn","meter_sn","block","overconsumption_date","online_status"
2438,"3005448439","WS500344A","PG_B4",2018-08-19,"INACTIVE"
501,"3100159999","WS500500A","PG_B5",2018-08-19,"INACTIVE"
1883,"3003286371","VR502793","YH_B1",2018-08-19,"INACTIVE"
1984,"3000853539","VR503152","YH_B2",2018-08-19,"INACTIVE"
1993,"3003366453","VR503161","YH_B2",2018-08-19,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-08-19,"INACTIVE"
2270,"3003508124","VR500906","YH_B5",2018-08-19,"ACTIVE"
194,"3100250074","WS500193A","PG_B3",2018-08-19,"INACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-08-19,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-08-19,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-08-19,"ACTIVE"
1810,"3004520778","WS500122A","PG_B2",2018-08-19,"ACTIVE"
2245,"3003502635","VR500881","YH_B5",2018-08-19,"INACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-08-19,"ACTIVE"
189,"3100250250","WS500188A","PG_B3",2018-08-19,"ACTIVE"
2139,"3003485708","VR500653","YH_B4",2018-08-19,"INACTIVE"
2399,"3000727808","VR502159","YH_B7",2018-08-19,"ACTIVE"
262,"3100250346","WS500261A","PG_B3",2018-08-19,"ACTIVE"
65,"3004480042","WS500065A","PG_B1",2018-08-19,"ACTIVE"
1856,"3003288220","VR502766","YH_B1",2018-08-19,"INACTIVE"
2099,"3001051695","VR500613","YH_B4",2018-08-19,"INACTIVE"
190,"3100250310","WS500189A","PG_B3",2018-08-19,"INACTIVE"
2449,"3004478872","WS500085A","PG_B1",2018-08-19,"ACTIVE"
250,"3100250102","WS500249A","PG_B3",2018-08-19,"INACTIVE"
2285,"3003506305","VR500921","YH_B5",2018-08-19,"INACTIVE"
368,"3005448771","WS500367A","PG_B4",2018-08-19,"ACTIVE"
59,"3004480018","WS500059A","PG_B1",2018-08-19,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-08-19,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-08-19,"INACTIVE"
2027,"3003365822","VR503195","YH_B2",2018-08-19,"INACTIVE"
2128,"3003489328","VR500642","YH_B4",2018-08-19,"INACTIVE"
89,"3004480101","WS500089A","PG_B1",2018-08-19,"INACTIVE"
2237,"3003503266","VR500873","YH_B5",2018-08-19,"INACTIVE"
2236,"3003502612","VR500872","YH_B5",2018-08-19,"ACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-08-19,"INACTIVE"
2195,"3001093208","VR500831","YH_B5",2018-08-19,"INACTIVE"
2311,"3000699008","VR501962","YH_B6",2018-08-19,"INACTIVE"
206,"3100250318","WS500205A","PG_B3",2018-08-19,"ACTIVE"
421,"3100159959","WS500420A","PG_B5",2018-08-19,"INACTIVE"
552,"3005448691","WS500342A","PG_B4",2018-08-19,"INACTIVE"
543,"3004521276","WS500106A","PG_B2",2018-08-19,"ACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-08-19,"INACTIVE"
560,"3100159679","WS500400A","PG_B5",2018-08-19,"ACTIVE"
2407,"3005448735","WS500313A","PG_B4",2018-08-19,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-08-19,"ACTIVE"
2471,"3005448567","WS500346A","PG_B4",2018-08-12,"INACTIVE"
2476,"3003367784","VR503199","YH_B2",2018-08-12,"INACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-08-12,"INACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-08-12,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-08-12,"INACTIVE"
415,"3100159551","WS500414A","PG_B5",2018-08-12,"INACTIVE"
501,"3100159999","WS500500A","PG_B5",2018-08-12,"INACTIVE"
1984,"3000853539","VR503152","YH_B2",2018-08-12,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-08-12,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-08-12,"INACTIVE"
2450,"3100159911","WS500459A","PG_B5",2018-08-12,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-08-12,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-08-12,"ACTIVE"
1769,"3005448687","WS500336A","PG_B4",2018-08-12,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-08-12,"ACTIVE"
547,"3005448715","WS500378A","PG_B4",2018-08-12,"ACTIVE"
219,"3100250146","WS500218A","PG_B3",2018-08-12,"ACTIVE"
262,"3100250346","WS500261A","PG_B3",2018-08-12,"ACTIVE"
65,"3004480042","WS500065A","PG_B1",2018-08-12,"ACTIVE"
1819,"3004522034","WS500150A","PG_B2",2018-08-12,"INACTIVE"
2449,"3004478872","WS500085A","PG_B1",2018-08-12,"ACTIVE"
1814,"3004479996","WS500053A","PG_B1",2018-08-12,"ACTIVE"
2285,"3003506305","VR500921","YH_B5",2018-08-12,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-08-12,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-08-12,"INACTIVE"
2128,"3003489328","VR500642","YH_B4",2018-08-12,"INACTIVE"
89,"3004480101","WS500089A","PG_B1",2018-08-12,"INACTIVE"
2237,"3003503266","VR500873","YH_B5",2018-08-12,"INACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-08-12,"INACTIVE"
2195,"3001093208","VR500831","YH_B5",2018-08-12,"INACTIVE"
2110,"3003487432","VR500624","YH_B4",2018-08-12,"INACTIVE"
2173,"3003487421","VR500687","YH_B4",2018-08-12,"INACTIVE"
329,"3005448555","WS500328A","PG_B4",2018-08-12,"ACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-08-12,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-08-12,"ACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-08-05,"INACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-08-05,"ACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-08-05,"INACTIVE"
501,"3100159999","WS500500A","PG_B5",2018-08-05,"INACTIVE"
1993,"3003366453","VR503161","YH_B2",2018-08-05,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-08-05,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-08-05,"INACTIVE"
2220,"3003503835","VR500856","YH_B5",2018-08-05,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-08-05,"ACTIVE"
189,"3100250250","WS500188A","PG_B3",2018-08-05,"ACTIVE"
547,"3005448715","WS500378A","PG_B4",2018-08-05,"ACTIVE"
2380,"3003307828","VR502031","YH_B6",2018-08-05,"INACTIVE"
65,"3004480042","WS500065A","PG_B1",2018-08-05,"ACTIVE"
1819,"3004522034","WS500150A","PG_B2",2018-08-05,"INACTIVE"
1847,"3003286067","VR502757","YH_B1",2018-08-05,"INACTIVE"
2285,"3003506305","VR500921","YH_B5",2018-08-05,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-08-05,"INACTIVE"
233,"3100250034","WS500232A","PG_B3",2018-08-05,"ACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-08-05,"INACTIVE"
2199,"3001100255","VR500835","YH_B5",2018-08-05,"INACTIVE"
2296,"3000699621","VR501947","YH_B6",2018-08-05,"INACTIVE"
552,"3005448691","WS500342A","PG_B4",2018-08-05,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-08-05,"INACTIVE"
2407,"3005448735","WS500313A","PG_B4",2018-08-05,"ACTIVE"
185,"3100250010","WS500184A","PG_B3",2018-07-29,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-29,"ACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-07-29,"INACTIVE"
2011,"3003370735","VR503179","YH_B2",2018-07-29,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-29,"ACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-07-29,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-29,"INACTIVE"
415,"3100159551","WS500414A","PG_B5",2018-07-29,"INACTIVE"
1899,"3003286932","VR502809","YH_B1",2018-07-29,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-29,"INACTIVE"
2138,"3003484456","VR500652","YH_B4",2018-07-29,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-29,"ACTIVE"
1810,"3004520778","WS500122A","PG_B2",2018-07-29,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-29,"ACTIVE"
189,"3100250250","WS500188A","PG_B3",2018-07-29,"ACTIVE"
429,"3100159963","WS500428A","PG_B5",2018-07-29,"ACTIVE"
547,"3005448715","WS500378A","PG_B4",2018-07-29,"ACTIVE"
23,"3004479897","WS500023A","PG_B1",2018-07-29,"INACTIVE"
489,"3100159723","WS500488A","PG_B5",2018-07-29,"ACTIVE"
1892,"3003289147","VR502802","YH_B1",2018-07-29,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-29,"INACTIVE"
2380,"3003307828","VR502031","YH_B6",2018-07-29,"INACTIVE"
2399,"3000727808","VR502159","YH_B7",2018-07-29,"ACTIVE"
279,"3100249938","WS500278A","PG_B3",2018-07-29,"INACTIVE"
65,"3004480042","WS500065A","PG_B1",2018-07-29,"ACTIVE"
1856,"3003288220","VR502766","YH_B1",2018-07-29,"INACTIVE"
1819,"3004522034","WS500150A","PG_B2",2018-07-29,"INACTIVE"
121,"3004522178","WS500121A","PG_B2",2018-07-29,"ACTIVE"
199,"3100249898","WS500198A","PG_B3",2018-07-29,"INACTIVE"
1814,"3004479996","WS500053A","PG_B1",2018-07-29,"ACTIVE"
10,"3004479571","WS500010A","PG_B1",2018-07-29,"ACTIVE"
2285,"3003506305","VR500921","YH_B5",2018-07-29,"INACTIVE"
1971,"3000836014","VR503139","YH_B2",2018-07-29,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-07-29,"INACTIVE"
232,"3100249974","WS500231A","PG_B3",2018-07-29,"ACTIVE"
233,"3100250034","WS500232A","PG_B3",2018-07-29,"ACTIVE"
2027,"3003365822","VR503195","YH_B2",2018-07-29,"INACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-07-29,"INACTIVE"
2201,"3001103467","VR500837","YH_B5",2018-07-29,"ACTIVE"
2172,"3003486270","VR500686","YH_B4",2018-07-29,"INACTIVE"
212,"3100250202","WS500211A","PG_B3",2018-07-29,"INACTIVE"
2296,"3000699621","VR501947","YH_B6",2018-07-29,"INACTIVE"
323,"3005448551","WS500322A","PG_B4",2018-07-29,"INACTIVE"
394,"3005448535","WS500393A","PG_B4",2018-07-29,"INACTIVE"
441,"3100159699","WS500440A","PG_B5",2018-07-29,"INACTIVE"
472,"3100159647","WS500471A","PG_B5",2018-07-29,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-29,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-29,"ACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-29,"INACTIVE"
2405,"3004521247","WS500096A","PG_B2",2018-07-29,"INACTIVE"
185,"3100250010","WS500184A","PG_B3",2018-07-22,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-22,"ACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-07-22,"INACTIVE"
2011,"3003370735","VR503179","YH_B2",2018-07-22,"ACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-07-22,"INACTIVE"
403,"3100159815","WS500402A","PG_B5",2018-07-22,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-22,"INACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-07-22,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-22,"ACTIVE"
1810,"3004520778","WS500122A","PG_B2",2018-07-22,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-22,"ACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-22,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-22,"INACTIVE"
547,"3005448715","WS500378A","PG_B4",2018-07-22,"ACTIVE"
489,"3100159723","WS500488A","PG_B5",2018-07-22,"ACTIVE"
2355,"3003306686","VR502500","YH_B6",2018-07-22,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-22,"INACTIVE"
2380,"3003307828","VR502031","YH_B6",2018-07-22,"INACTIVE"
2432,"3100250350","WS500269A","PG_B3",2018-07-22,"INACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-22,"INACTIVE"
256,"3100249986","WS500255A","PG_B3",2018-07-22,"ACTIVE"
256,"3100249986","WS500541A","PG_B3",2018-07-22,"ACTIVE"
1819,"3004522034","WS500150A","PG_B2",2018-07-22,"INACTIVE"
121,"3004522178","WS500121A","PG_B2",2018-07-22,"ACTIVE"
1868,"3003288264","VR502778","YH_B1",2018-07-22,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-22,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-22,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-07-22,"INACTIVE"
2021,"3003369503","VR503189","YH_B2",2018-07-22,"ACTIVE"
2027,"3003365822","VR503195","YH_B2",2018-07-22,"INACTIVE"
2050,"3003365373","VR500926","YH_B2",2018-07-22,"INACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-07-22,"INACTIVE"
2296,"3000699621","VR501947","YH_B6",2018-07-22,"INACTIVE"
441,"3100159699","WS500440A","PG_B5",2018-07-22,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-22,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-22,"ACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-22,"INACTIVE"
2473,"3000704470","VR501959","YH_B6",2018-07-15,"ACTIVE"
185,"3100250010","WS500184A","PG_B3",2018-07-15,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-15,"ACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-07-15,"INACTIVE"
2011,"3003370735","VR503179","YH_B2",2018-07-15,"ACTIVE"
2441,"3004478892","WS500002A","PG_B1",2018-07-15,"INACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-07-15,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-15,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-15,"INACTIVE"
2083,"3000978633","VR500488","YH_B3",2018-07-15,"INACTIVE"
2080,"3000981029","VR500485","YH_B3",2018-07-15,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-15,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-15,"ACTIVE"
1810,"3004520778","WS500122A","PG_B2",2018-07-15,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-15,"ACTIVE"
2224,"3003506921","VR500860","YH_B5",2018-07-15,"INACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-15,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-15,"INACTIVE"
496,"3100159659","WS500495A","PG_B5",2018-07-15,"ACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-15,"INACTIVE"
2399,"3000727808","VR502159","YH_B7",2018-07-15,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-15,"INACTIVE"
1886,"3003293216","VR502796","YH_B1",2018-07-15,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-15,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-15,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-07-15,"INACTIVE"
2021,"3003369503","VR503189","YH_B2",2018-07-15,"ACTIVE"
2027,"3003365822","VR503195","YH_B2",2018-07-15,"INACTIVE"
315,"3005448419","WS500314A","PG_B4",2018-07-15,"ACTIVE"
1979,"3000847300","VR503147","YH_B2",2018-07-15,"INACTIVE"
212,"3100250202","WS500211A","PG_B3",2018-07-15,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-15,"INACTIVE"
2415,"3004521535","WS500097A","PG_B2",2018-07-15,"ACTIVE"
299,"3100250186","WS500298A","PG_B3",2018-07-15,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-15,"ACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-15,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-15,"INACTIVE"
185,"3100250010","WS500184A","PG_B3",2018-07-08,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-08,"ACTIVE"
2436,"3005448487","WS500321A","PG_B4",2018-07-08,"INACTIVE"
2438,"3005448439","WS500344A","PG_B4",2018-07-08,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-08,"INACTIVE"
501,"3100159999","WS500500A","PG_B5",2018-07-08,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-08,"ACTIVE"
1810,"3004520778","WS500122A","PG_B2",2018-07-08,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-08,"ACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-08,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-08,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-08,"INACTIVE"
459,"3100159843","WS500458A","PG_B5",2018-07-08,"INACTIVE"
315,"3005448419","WS500314A","PG_B4",2018-07-08,"ACTIVE"
239,"3100249918","WS500238A","PG_B3",2018-07-08,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-07-08,"INACTIVE"
46,"3004479721","WS500046A","PG_B1",2018-07-08,"ACTIVE"
1812,"3005448747","WS500331A","PG_B4",2018-07-08,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-08,"INACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-08,"ACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-08,"INACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-03,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-03,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-03,"ACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-03,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-03,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-03,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-03,"ACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-03,"ACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-03,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-03,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-03,"INACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-03,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-03,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-03,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-03,"INACTIVE"
2134,"3003487456","VR500648","YH_B4",2018-07-03,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-07-03,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-07-03,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-07-03,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-07-03,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-03,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-03,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-03,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-03,"INACTIVE"
1840,"3003287625","VR502750","YH_B1",2018-07-03,"INACTIVE"
1840,"3003287625","VR502750","YH_B1",2018-07-03,"INACTIVE"
1840,"3003287625","VR502750","YH_B1",2018-07-03,"INACTIVE"
1840,"3003287625","VR502750","YH_B1",2018-07-03,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-03,"ACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-03,"ACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-03,"ACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-03,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-03,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-03,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-03,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-03,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-07-03,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-07-03,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-07-03,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-07-03,"ACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-03,"ACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-03,"ACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-03,"ACTIVE"
2009,"3003369069","VR503177","YH_B2",2018-07-03,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-03,"INACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-03,"INACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-03,"INACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-03,"INACTIVE"
2189,"3001103428","VR500825","YH_B5",2018-07-03,"ACTIVE"
2189,"3001103428","VR500825","YH_B5",2018-07-03,"ACTIVE"
2189,"3001103428","VR500825","YH_B5",2018-07-03,"ACTIVE"
2189,"3001103428","VR500825","YH_B5",2018-07-03,"ACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-03,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-03,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-03,"INACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-03,"INACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-03,"INACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-03,"INACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-03,"INACTIVE"
1764,"3005448775","WS500373A","PG_B4",2018-07-03,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-03,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-03,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-03,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-03,"INACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-07-03,"ACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-07-03,"ACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-07-03,"ACTIVE"
1935,"3000833781","VR503104","YH_B2",2018-07-03,"ACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-03,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-03,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-03,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-03,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-03,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-03,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-03,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-03,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-07-03,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-07-03,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-07-03,"INACTIVE"
2414,"3100159515","WS500469A","PG_B5",2018-07-03,"INACTIVE"
46,"3004479721","WS500046A","PG_B1",2018-07-03,"ACTIVE"
46,"3004479721","WS500046A","PG_B1",2018-07-03,"ACTIVE"
46,"3004479721","WS500046A","PG_B1",2018-07-03,"ACTIVE"
46,"3004479721","WS500046A","PG_B1",2018-07-03,"ACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-03,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-03,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-03,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-03,"INACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-07-03,"ACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-07-03,"ACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-07-03,"ACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-07-03,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-03,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-03,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-03,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-03,"ACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-03,"INACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-03,"INACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-03,"INACTIVE"
1828,"3100159863","WS500498A","PG_B5",2018-07-03,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-03,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-03,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-03,"INACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-03,"INACTIVE"
1766,"3004479408","WS500063A","PG_B1",2018-07-01,"ACTIVE"
1911,"3003286969","VR502821","YH_B1",2018-07-01,"INACTIVE"
2033,"3003369523","VR500450","YH_B2",2018-07-01,"ACTIVE"
2440,"3100159599","WS500510A","PG_B5",2018-07-01,"INACTIVE"
2319,"3000699017","VR501970","YH_B6",2018-07-01,"INACTIVE"
2137,"3003483619","VR500651","YH_B4",2018-07-01,"INACTIVE"
2081,"3000977099","VR500486","YH_B3",2018-07-01,"INACTIVE"
2461,"3003289120","VR500283","YH_B1",2018-07-01,"INACTIVE"
1763,"3004479332","WS500045A","PG_B1",2018-07-01,"ACTIVE"
357,"3005448447","WS500356A","PG_B4",2018-07-01,"ACTIVE"
198,"3100250314","WS500197A","PG_B3",2018-07-01,"ACTIVE"
2364,"3003307276","VR502015","YH_B6",2018-07-01,"INACTIVE"
2189,"3001103428","VR500825","YH_B5",2018-07-01,"ACTIVE"
2097,"3001048602","VR500611","YH_B4",2018-07-01,"INACTIVE"
426,"3100159759","WS500425A","PG_B5",2018-07-01,"ACTIVE"
1921,"3003291483","VR502831","YH_B1",2018-07-01,"INACTIVE"
116,"3004520760","WS500116A","PG_B2",2018-07-01,"INACTIVE"
282,"3100250118","WS500281A","PG_B3",2018-07-01,"INACTIVE"
2310,"3000697492","VR501961","YH_B6",2018-07-01,"INACTIVE"
1826,"3100159603","WS500518A","PG_B5",2018-07-01,"INACTIVE"
522,"3100159807","WS500521A","PG_B5",2018-07-01,"ACTIVE"
2427,"3100159739","WS500520A","PG_B5",2018-07-01,"ACTIVE"
2428,"3100159731","WS500504A","PG_B5",2018-07-01,"INACTIVE"
456,"3100159639","WS500455A","PG_B5",2018-06-24,"ACTIVE"
365,"3005448579","WS500364A","PG_B4",2018-06-24,"INACTIVE"
365,"3005448579","WS500538A","PG_B4",2018-06-24,"INACTIVE"
2479,"3005448527","WS500381A","PG_B4",2018-06-24,"INACTIVE"
2013,"3003371394","VR503181","YH_B2",2018-06-24,"INACTIVE"
1969,"3000856170","VR503137","YH_B2",2018-06-24,"INACTIVE"
1910,"3003293297","VR502820","YH_B1",2018-06-24,"INACTIVE"
2376,"3003305368","VR502027","YH_B6",2018-06-24,"INACTIVE"
