"","service_point_sn","meter_sn","MinCons_60","date","OpenClose","start_date","end_date"
"340","3004521564","WS500101A",0,2016-04-23,"Close",1970-01-01,2016-04-23
"341","3004521613","WS500113A",17,2016-03-13,"Open",2016-03-13,1970-01-01
"342","3004521613","WS500113A",0,2017-06-22,"Close",1970-01-01,2017-06-22
"343","3004521715","WS500149A",142,2017-03-09,"Open",2017-03-09,1970-01-01
"344","3004521715","WS500149A",0,2017-03-16,"Close",1970-01-01,2017-03-16
"345","3004521783","WS500179A",1,2016-05-29,"Open",2016-05-29,1970-01-01
"346","3004521783","WS500179A",0,2016-06-09,"Close",1970-01-01,2016-06-09
"347","3004521783","WS500179A",4,2016-06-29,"Open",2016-06-29,1970-01-01
"348","3004521783","WS500179A",0,2016-07-16,"Close",1970-01-01,2016-07-16
"349","3004521783","WS500179A",3,2016-07-21,"Open",2016-07-21,1970-01-01
"350","3004521783","WS500179A",0,2016-08-04,"Close",1970-01-01,2016-08-04
"351","3004521783","WS500179A",4,2016-08-20,"Open",2016-08-20,1970-01-01
"352","3004521783","WS500179A",0,2016-08-26,"Close",1970-01-01,2016-08-26
"353","3004521783","WS500179A",1,2016-09-26,"Open",2016-09-26,1970-01-01
"354","3004521783","WS500179A",0,2016-11-21,"Close",1970-01-01,2016-11-21
"355","3004521783","WS500179A",1,2017-05-26,"Open",2017-05-26,1970-01-01
"356","3004521783","WS500179A",0,2017-05-29,"Close",1970-01-01,2017-05-29
"357","3004521783","WS500179A",1,2017-09-16,"Open",2017-09-16,1970-01-01
"358","3004521783","WS500179A",0,2017-10-03,"Close",1970-01-01,2017-10-03
"359","3004521783","WS500179A",1,2017-10-12,"Open",2017-10-12,1970-01-01
"360","3004521783","WS500179A",0,2017-10-18,"Close",1970-01-01,2017-10-18
"361","3004521783","WS500179A",3,2018-01-28,"Open",2018-01-28,1970-01-01
"362","3004521783","WS500179A",0,2018-02-07,"Close",1970-01-01,2018-02-07
"363","3004521783","WS500179A",3,2018-03-08,"Open",2018-03-08,1970-01-01
"364","3004521783","WS500179A",0,2018-03-14,"Close",1970-01-01,2018-03-14
"365","3004521803","WS500094A",4,2016-03-17,"Open",2016-03-17,1970-01-01
"366","3004521803","WS500094A",0,2017-07-22,"Close",1970-01-01,2017-07-22
"367","3004521803","WS500094A",1,2017-09-01,"Open",2017-09-01,1970-01-01
"368","3004521824","WS500098A",1,2016-03-20,"Open",2016-03-20,1970-01-01
"369","3004521824","WS500098A",0,2017-02-03,"Close",1970-01-01,2017-02-03
"370","3004521931","WS500120A",2,2016-10-02,"Open",2016-10-02,1970-01-01
"371","3004521931","WS500120A",0,2017-01-04,"Close",1970-01-01,2017-01-04
"372","3004521931","WS500120A",2,2017-01-07,"Open",2017-01-07,1970-01-01
"373","3004521931","WS500120A",0,2017-02-01,"Close",1970-01-01,2017-02-01
"374","3004521931","WS500120A",1,2017-12-11,"Open",2017-12-11,1970-01-01
"375","3004521931","WS500120A",0,2017-12-15,"Close",1970-01-01,2017-12-15
"376","3004521979","WS500132A",1,2017-02-02,"Open",2017-02-02,1970-01-01
"377","3004521979","WS500132A",0,2017-03-03,"Close",1970-01-01,2017-03-03
"378","3004521979","WS500132A",1,2017-03-09,"Open",2017-03-09,1970-01-01
"379","3004521979","WS500132A",0,2017-03-13,"Close",1970-01-01,2017-03-13
"380","3004521979","WS500132A",1,2017-10-04,"Open",2017-10-04,1970-01-01
"381","3004521979","WS500132A",0,2018-01-28,"Close",1970-01-01,2018-01-28
"382","3004521979","WS500132A",44,2018-02-08,"Open",2018-02-08,1970-01-01
"383","3004521979","WS500132A",0,2018-02-25,"Close",1970-01-01,2018-02-25
"384","3004522014","WS500144A",46,2017-02-07,"Open",2017-02-07,1970-01-01
"385","3004522014","WS500144A",0,2017-02-11,"Close",1970-01-01,2017-02-11
"386","3004522058","WS500162A",1,2016-06-03,"Open",2016-06-03,1970-01-01
"387","3004522058","WS500162A",0,2016-06-11,"Close",1970-01-01,2016-06-11
"388","3004522058","WS500162A",1,2016-06-25,"Open",2016-06-25,1970-01-01
"389","3004522058","WS500162A",0,2016-06-30,"Close",1970-01-01,2016-06-30
"390","3004522058","WS500162A",3,2016-07-04,"Open",2016-07-04,1970-01-01
"391","3004522058","WS500162A",0,2016-07-11,"Close",1970-01-01,2016-07-11
"392","3004522058","WS500162A",1,2017-12-30,"Open",2017-12-30,1970-01-01
"393","3004522058","WS500162A",0,2018-01-13,"Close",1970-01-01,2018-01-13
"394","3004522058","WS500162A",2,2018-01-18,"Open",2018-01-18,1970-01-01
"395","3004522058","WS500162A",0,2018-01-27,"Close",1970-01-01,2018-01-27
"396","3004522092","WS500168A",3,2016-07-09,"Open",2016-07-09,1970-01-01
"397","3004522092","WS500168A",0,2016-07-19,"Close",1970-01-01,2016-07-19
"398","3004522092","WS500168A",1,2016-11-14,"Open",2016-11-14,1970-01-01
"399","3004522092","WS500168A",0,2016-11-23,"Close",1970-01-01,2016-11-23
"400","3004522092","WS500168A",2,2017-01-24,"Open",2017-01-24,1970-01-01
"401","3004522092","WS500168A",0,2017-01-27,"Close",1970-01-01,2017-01-27
"402","3004522092","WS500168A",3,2017-02-12,"Open",2017-02-12,1970-01-01
"403","3004522092","WS500168A",0,2017-02-16,"Close",1970-01-01,2017-02-16
"404","3004522092","WS500168A",10,2017-02-26,"Open",2017-02-26,1970-01-01
"405","3004522092","WS500168A",0,2017-03-09,"Close",1970-01-01,2017-03-09
"406","3004522092","WS500168A",1,2017-03-13,"Open",2017-03-13,1970-01-01
"407","3004522092","WS500168A",0,2017-04-10,"Close",1970-01-01,2017-04-10
"408","3004522092","WS500168A",1,2017-07-27,"Open",2017-07-27,1970-01-01
"409","3004522092","WS500168A",0,2017-07-30,"Close",1970-01-01,2017-07-30
"410","3004522092","WS500168A",1,2017-09-10,"Open",2017-09-10,1970-01-01
"411","3004522092","WS500168A",0,2017-11-13,"Close",1970-01-01,2017-11-13
"412","3004522092","WS500168A",2,2017-12-17,"Open",2017-12-17,1970-01-01
"413","3004522092","WS500168A",0,2017-12-22,"Close",1970-01-01,2017-12-22
"414","3004522092","WS500168A",1,2018-01-10,"Open",2018-01-10,1970-01-01
"415","3004522092","WS500168A",0,2018-02-01,"Close",1970-01-01,2018-02-01
"416","3004522092","WS500168A",3,2018-02-19,"Open",2018-02-19,1970-01-01
"417","3004522092","WS500168A",0,2018-02-26,"Close",1970-01-01,2018-02-26
"418","3004522092","WS500168A",3,2018-03-19,"Open",2018-03-19,1970-01-01
"419","3004522137","WS500103A",1,2018-02-14,"Open",2018-02-14,1970-01-01
"420","3004522151","WS500109A",1,2017-10-07,"Open",2017-10-07,1970-01-01
"421","3004522151","WS500109A",0,2017-10-10,"Close",1970-01-01,2017-10-10
"422","3004522151","WS500109A",1,2017-12-14,"Open",2017-12-14,1970-01-01
"423","3004522151","WS500109A",0,2018-01-03,"Close",1970-01-01,2018-01-03
"424","3004522216","WS500139A",2,2016-06-22,"Open",2016-06-22,1970-01-01
"425","3004522216","WS500139A",0,2016-07-03,"Close",1970-01-01,2016-07-03
"426","3004522216","WS500139A",5,2016-07-07,"Open",2016-07-07,1970-01-01
"427","3004522216","WS500139A",0,2016-07-21,"Close",1970-01-01,2016-07-21
"428","3004522229","WS500145A",2,2016-03-17,"Open",2016-03-17,1970-01-01
"429","3004522229","WS500145A",0,2016-05-19,"Close",1970-01-01,2016-05-19
"430","3004522229","WS500145A",1,2016-06-18,"Open",2016-06-18,1970-01-01
"431","3004522229","WS500145A",0,2016-06-28,"Close",1970-01-01,2016-06-28
"432","3004522229","WS500145A",7,2016-07-13,"Open",2016-07-13,1970-01-01
"433","3004522229","WS500145A",0,2016-07-23,"Close",1970-01-01,2016-07-23
"434","3004522256","WS500157A",2,2016-04-06,"Open",2016-04-06,1970-01-01
"435","3004522256","WS500157A",0,2016-04-22,"Close",1970-01-01,2016-04-22
"436","3004522256","WS500157A",1,2016-09-01,"Open",2016-09-01,1970-01-01
"437","3004522256","WS500157A",0,2016-09-17,"Close",1970-01-01,2016-09-17
"438","3004522256","WS500157A",1,2016-09-20,"Open",2016-09-20,1970-01-01
"439","3004522256","WS500157A",0,2016-10-08,"Close",1970-01-01,2016-10-08
"440","3004522256","WS500157A",3,2016-11-02,"Open",2016-11-02,1970-01-01
"441","3004522256","WS500157A",0,2016-11-14,"Close",1970-01-01,2016-11-14
"442","3004522256","WS500157A",8,2016-12-01,"Open",2016-12-01,1970-01-01
"443","3004522256","WS500157A",0,2016-12-27,"Close",1970-01-01,2016-12-27
"444","3004522256","WS500157A",6,2017-01-24,"Open",2017-01-24,1970-01-01
"445","3004522256","WS500157A",0,2017-02-27,"Close",1970-01-01,2017-02-27
"446","3004522256","WS500157A",2,2017-04-04,"Open",2017-04-04,1970-01-01
"447","3004522256","WS500157A",0,2017-04-09,"Close",1970-01-01,2017-04-09
"448","3004522256","WS500157A",2,2017-05-22,"Open",2017-05-22,1970-01-01
"449","3004522256","WS500157A",0,2017-06-03,"Close",1970-01-01,2017-06-03
"450","3004522256","WS500157A",3,2017-06-14,"Open",2017-06-14,1970-01-01
"451","3004522256","WS500157A",0,2017-06-18,"Close",1970-01-01,2017-06-18
"452","3004522256","WS500157A",3,2017-09-10,"Open",2017-09-10,1970-01-01
"453","3004522256","WS500157A",0,2017-09-19,"Close",1970-01-01,2017-09-19
"454","3004522256","WS500157A",4,2017-10-04,"Open",2017-10-04,1970-01-01
"455","3004522256","WS500157A",0,2017-10-19,"Close",1970-01-01,2017-10-19
"456","3004522256","WS500157A",1,2017-10-25,"Open",2017-10-25,1970-01-01
"457","3004522256","WS500157A",0,2017-12-03,"Close",1970-01-01,2017-12-03
"458","3004522256","WS500157A",4,2017-12-06,"Open",2017-12-06,1970-01-01
"459","3004522297","WS500175A",1,2016-05-03,"Open",2016-05-03,1970-01-01
"460","3004522297","WS500175A",0,2016-06-13,"Close",1970-01-01,2016-06-13
"461","3005448467","WS500386A",1,2017-05-04,"Open",2017-05-04,1970-01-01
"462","3005448467","WS500386A",0,2017-05-12,"Close",1970-01-01,2017-05-12
"463","3005448479","WS500309A",18,2016-09-02,"Open",2016-09-02,1970-01-01
"464","3005448479","WS500309A",0,2016-09-24,"Close",1970-01-01,2016-09-24
"465","3005448479","WS500309A",3,2016-10-02,"Open",2016-10-02,1970-01-01
"466","3005448479","WS500309A",0,2016-10-05,"Close",1970-01-01,2016-10-05
"467","3005448483","WS500315A",1,2016-06-02,"Open",2016-06-02,1970-01-01
"468","3005448483","WS500315A",0,2016-09-10,"Close",1970-01-01,2016-09-10
"469","3005448487","WS500321A",2,2017-02-08,"Open",2017-02-08,1970-01-01
"470","3005448487","WS500321A",0,2017-02-24,"Close",1970-01-01,2017-02-24
"471","3005448487","WS500321A",2,2017-03-05,"Open",2017-03-05,1970-01-01
"472","3005448487","WS500321A",0,2017-03-09,"Close",1970-01-01,2017-03-09
"473","3005448487","WS500321A",2,2017-04-04,"Open",2017-04-04,1970-01-01
"474","3005448487","WS500321A",0,2017-04-26,"Close",1970-01-01,2017-04-26
"475","3005448487","WS500321A",3,2017-06-12,"Open",2017-06-12,1970-01-01
"476","3005448487","WS500321A",0,2017-07-28,"Close",1970-01-01,2017-07-28
"477","3005448491","WS500327A",3,2017-10-15,"Open",2017-10-15,1970-01-01
"478","3005448491","WS500327A",0,2017-10-23,"Close",1970-01-01,2017-10-23
"479","3005448491","WS500327A",1,2017-10-26,"Open",2017-10-26,1970-01-01
"480","3005448491","WS500327A",0,2017-11-01,"Close",1970-01-01,2017-11-01
"481","3005448491","WS500327A",2,2017-11-15,"Open",2017-11-15,1970-01-01
"482","3005448491","WS500327A",0,2017-11-20,"Close",1970-01-01,2017-11-20
"483","3005448519","WS500369A",2,2016-04-05,"Open",2016-04-05,1970-01-01
"484","3005448519","WS500369A",0,2016-04-15,"Close",1970-01-01,2016-04-15
"485","3005448539","WS500304A",10,2017-09-27,"Open",2017-09-27,1970-01-01
"486","3005448539","WS500304A",0,2017-09-30,"Close",1970-01-01,2017-09-30
"487","3005448551","WS500322A",2,2016-12-09,"Open",2016-12-09,1970-01-01
"488","3005448551","WS500322A",0,2016-12-12,"Close",1970-01-01,2016-12-12
"489","3005448551","WS500322A",1,2016-12-22,"Open",2016-12-22,1970-01-01
"490","3005448551","WS500322A",0,2016-12-30,"Close",1970-01-01,2016-12-30
"491","3005448551","WS500322A",2,2017-01-05,"Open",2017-01-05,1970-01-01
"492","3005448551","WS500322A",0,2017-01-10,"Close",1970-01-01,2017-01-10
"493","3005448551","WS500322A",1,2017-01-13,"Open",2017-01-13,1970-01-01
"494","3005448551","WS500322A",0,2017-02-01,"Close",1970-01-01,2017-02-01
"495","3005448551","WS500322A",2,2017-02-05,"Open",2017-02-05,1970-01-01
"496","3005448551","WS500322A",0,2017-02-09,"Close",1970-01-01,2017-02-09
"497","3005448551","WS500322A",1,2017-02-22,"Open",2017-02-22,1970-01-01
"498","3005448551","WS500322A",0,2017-02-26,"Close",1970-01-01,2017-02-26
"499","3005448551","WS500322A",1,2017-03-07,"Open",2017-03-07,1970-01-01
"500","3005448551","WS500322A",0,2017-03-16,"Close",1970-01-01,2017-03-16
"501","3005448643","WS500365A",7,2017-01-22,"Open",2017-01-22,1970-01-01
"502","3005448643","WS500365A",0,2017-01-27,"Close",1970-01-01,2017-01-27
"503","3005448647","WS500371A",4,2017-12-31,"Open",2017-12-31,1970-01-01
"504","3005448647","WS500371A",0,2018-01-08,"Close",1970-01-01,2018-01-08
"505","3005448763","WS500355A",1,2017-03-17,"Open",2017-03-17,1970-01-01
"506","3005448763","WS500355A",0,2017-03-20,"Close",1970-01-01,2017-03-20
"507","3005448763","WS500355A",2,2017-07-21,"Open",2017-07-21,1970-01-01
"508","3005448763","WS500355A",0,2017-07-24,"Close",1970-01-01,2017-07-24
"509","3005448763","WS500355A",2,2017-11-30,"Open",2017-11-30,1970-01-01
"510","3005448763","WS500355A",0,2017-12-03,"Close",1970-01-01,2017-12-03
"511","3005448763","WS500355A",1,2018-02-09,"Open",2018-02-09,1970-01-01
"512","3005448763","WS500355A",0,2018-02-12,"Close",1970-01-01,2018-02-12
"513","3005448763","WS500355A",1,2018-03-08,"Open",2018-03-08,1970-01-01
"514","3005448763","WS500355A",0,2018-03-11,"Close",1970-01-01,2018-03-11
"515","3100159487","WS500413A",1,2016-10-12,"Open",2016-10-12,1970-01-01
"516","3100159487","WS500413A",0,2016-11-01,"Close",1970-01-01,2016-11-01
"517","3100159491","WS500421A",2,2016-08-26,"Open",2016-08-26,1970-01-01
"518","3100159491","WS500421A",0,2016-10-06,"Close",1970-01-01,2016-10-06
"519","3100159491","WS500421A",1,2016-10-09,"Open",2016-10-09,1970-01-01
"520","3100159491","WS500421A",0,2016-11-15,"Close",1970-01-01,2016-11-15
"521","3100159491","WS500421A",1,2016-12-04,"Open",2016-12-04,1970-01-01
"522","3100159491","WS500421A",0,2017-01-21,"Close",1970-01-01,2017-01-21
"523","3100159491","WS500421A",1,2017-01-25,"Open",2017-01-25,1970-01-01
"524","3100159491","WS500421A",0,2017-04-14,"Close",1970-01-01,2017-04-14
"525","3100159491","WS500421A",1,2017-04-23,"Open",2017-04-23,1970-01-01
"526","3100159491","WS500421A",0,2017-08-11,"Close",1970-01-01,2017-08-11
"527","3100159491","WS500421A",2,2017-11-26,"Open",2017-11-26,1970-01-01
"528","3100159495","WS500429A",5,2016-04-28,"Open",2016-04-28,1970-01-01
"529","3100159495","WS500429A",0,2016-07-11,"Close",1970-01-01,2016-07-11
"530","3100159495","WS500429A",3,2016-07-16,"Open",2016-07-16,1970-01-01
"531","3100159495","WS500429A",0,2016-08-26,"Close",1970-01-01,2016-08-26
"532","3100159495","WS500429A",5,2017-09-13,"Open",2017-09-13,1970-01-01
"533","3100159495","WS500429A",0,2017-09-28,"Close",1970-01-01,2017-09-28
"534","3100159543","WS500525A",1,2017-08-28,"Open",2017-08-28,1970-01-01
"535","3100159543","WS500525A",0,2017-09-01,"Close",1970-01-01,2017-09-01
"536","3100159643","WS500463A",11,2016-12-07,"Open",2016-12-07,1970-01-01
"537","3100159643","WS500463A",0,2016-12-11,"Close",1970-01-01,2016-12-11
"538","3100159643","WS500463A",4,2017-01-03,"Open",2017-01-03,1970-01-01
"539","3100159643","WS500463A",0,2017-01-12,"Close",1970-01-01,2017-01-12
"540","3100159643","WS500463A",1,2017-11-18,"Open",2017-11-18,1970-01-01
"541","3100159643","WS500463A",0,2017-12-15,"Close",1970-01-01,2017-12-15
"542","3100159643","WS500463A",1,2018-03-17,"Open",2018-03-17,1970-01-01
"543","3100159679","WS500400A",2,2016-05-20,"Open",2016-05-20,1970-01-01
"544","3100159679","WS500400A",0,2016-07-08,"Close",1970-01-01,2016-07-08
"545","3100159759","WS500425A",6,2016-04-14,"Open",2016-04-14,1970-01-01
"546","3100159759","WS500425A",0,2016-04-24,"Close",1970-01-01,2016-04-24
"547","3100159807","WS500521A",1,2017-11-02,"Open",2017-11-02,1970-01-01
"548","3100159807","WS500521A",0,2017-12-07,"Close",1970-01-01,2017-12-07
"549","3100159823","WS500418A",1,2017-05-11,"Open",2017-05-11,1970-01-01
"550","3100159823","WS500418A",0,2017-05-28,"Close",1970-01-01,2017-05-28
"551","3100159851","WS500474A",2,2016-11-30,"Open",2016-11-30,1970-01-01
"552","3100159851","WS500474A",0,2016-12-03,"Close",1970-01-01,2016-12-03
"553","3100159851","WS500474A",1,2017-07-03,"Open",2017-07-03,1970-01-01
"554","3100159851","WS500474A",0,2017-07-13,"Close",1970-01-01,2017-07-13
"555","3100159915","WS500467A",1,2016-03-27,"Open",2016-03-27,1970-01-01
"556","3100159915","WS500467A",0,2016-04-26,"Close",1970-01-01,2016-04-26
"557","3100159915","WS500467A",2,2016-07-18,"Open",2016-07-18,1970-01-01
"558","3100159915","WS500467A",0,2016-11-02,"Close",1970-01-01,2016-11-02
"559","3100159915","WS500467A",1,2016-11-24,"Open",2016-11-24,1970-01-01
"560","3100159915","WS500467A",0,2016-11-30,"Close",1970-01-01,2016-11-30
"561","3100159915","WS500467A",1,2016-12-14,"Open",2016-12-14,1970-01-01
"562","3100159915","WS500467A",0,2016-12-25,"Close",1970-01-01,2016-12-25
"563","3100159915","WS500467A",1,2017-01-18,"Open",2017-01-18,1970-01-01
"564","3100159915","WS500467A",0,2017-01-26,"Close",1970-01-01,2017-01-26
"565","3100159915","WS500467A",1,2017-02-26,"Open",2017-02-26,1970-01-01
"566","3100159915","WS500467A",0,2017-03-17,"Close",1970-01-01,2017-03-17
"567","3100159955","WS500412A",1,2016-04-20,"Open",2016-04-20,1970-01-01
"568","3100159955","WS500412A",0,2016-05-28,"Close",1970-01-01,2016-05-28
"569","3100159955","WS500412A",1,2017-06-20,"Open",2017-06-20,1970-01-01
"570","3100159955","WS500412A",0,2017-06-30,"Close",1970-01-01,2017-06-30
"571","3100159955","WS500412A",5,2017-11-16,"Open",2017-11-16,1970-01-01
"572","3100159955","WS500412A",0,2017-12-25,"Close",1970-01-01,2017-12-25
"573","3100159955","WS500412A",6,2018-03-15,"Open",2018-03-15,1970-01-01
"574","3100159959","WS500420A",9,2017-03-15,"Open",2017-03-15,1970-01-01
"575","3100159959","WS500420A",0,2017-04-18,"Close",1970-01-01,2017-04-18
"576","3100159959","WS500420A",1,2017-04-21,"Open",2017-04-21,1970-01-01
"577","3100159959","WS500420A",0,2017-04-29,"Close",1970-01-01,2017-04-29
"578","3100159967","WS500436A",1,2016-10-06,"Open",2016-10-06,1970-01-01
"579","3100159967","WS500436A",0,2016-10-14,"Close",1970-01-01,2016-10-14
"580","3100159967","WS500436A",1,2016-10-24,"Open",2016-10-24,1970-01-01
"581","3100159967","WS500436A",0,2016-11-14,"Close",1970-01-01,2016-11-14
"582","3100249914","WS500230A",4,2016-04-28,"Open",2016-04-28,1970-01-01
"583","3100249914","WS500230A",0,2017-07-17,"Close",1970-01-01,2017-07-17
"584","3100249926","WS500254A",3,2017-07-13,"Open",2017-07-13,1970-01-01
"585","3100249926","WS500254A",0,2017-11-16,"Close",1970-01-01,2017-11-16
"586","3100249926","WS500254A",4,2018-01-11,"Open",2018-01-11,1970-01-01
"587","3100249930","WS500262A",1,2018-02-17,"Open",2018-02-17,1970-01-01
"588","3100249934","WS500270A",3,2017-10-04,"Open",2017-10-04,1970-01-01
"589","3100249934","WS500270A",0,2017-12-20,"Close",1970-01-01,2017-12-20
"590","3100249958","WS500199A",113,2016-12-04,"Open",2016-12-04,1970-01-01
"591","3100249958","WS500199A",0,2016-12-08,"Close",1970-01-01,2016-12-08
"592","3100249958","WS500199A",1,2017-08-01,"Open",2017-08-01,1970-01-01
"593","3100249958","WS500199A",0,2017-08-15,"Close",1970-01-01,2017-08-15
"594","3100249978","WS500239A",3,2016-05-06,"Open",2016-05-06,1970-01-01
"595","3100249978","WS500239A",0,2016-10-06,"Close",1970-01-01,2016-10-06
"596","3100249978","WS500239A",2,2018-01-13,"Open",2018-01-13,1970-01-01
"597","3100249978","WS500239A",0,2018-01-24,"Close",1970-01-01,2018-01-24
"598","3100249998","WS500279A",2,2017-07-21,"Open",2017-07-21,1970-01-01
"599","3100250046","WS500256A",3,2017-12-19,"Open",2017-12-19,1970-01-01
"600","3100250046","WS500256A",0,2018-01-05,"Close",1970-01-01,2018-01-05
"601","3100250054","WS500272A",2,2016-09-21,"Open",2016-09-21,1970-01-01
"602","3100250054","WS500272A",0,2016-10-13,"Close",1970-01-01,2016-10-13
"603","3100250054","WS500272A",1,2016-10-30,"Open",2016-10-30,1970-01-01
"604","3100250054","WS500272A",0,2016-11-14,"Close",1970-01-01,2016-11-14
"605","3100250054","WS500272A",1,2016-12-02,"Open",2016-12-02,1970-01-01
"606","3100250054","WS500272A",0,2016-12-15,"Close",1970-01-01,2016-12-15
"607","3100250054","WS500272A",1,2017-02-14,"Open",2017-02-14,1970-01-01
"608","3100250054","WS500272A",0,2017-02-27,"Close",1970-01-01,2017-02-27
"609","3100250054","WS500272A",1,2017-03-02,"Open",2017-03-02,1970-01-01
"610","3100250054","WS500272A",0,2017-03-05,"Close",1970-01-01,2017-03-05
"611","3100250054","WS500272A",4,2017-05-29,"Open",2017-05-29,1970-01-01
"612","3100250054","WS500272A",0,2017-06-02,"Close",1970-01-01,2017-06-02
"613","3100250054","WS500272A",2,2017-06-10,"Open",2017-06-10,1970-01-01
"614","3100250054","WS500272A",0,2017-06-13,"Close",1970-01-01,2017-06-13
"615","3100250054","WS500272A",2,2017-06-28,"Open",2017-06-28,1970-01-01
"616","3100250054","WS500272A",0,2017-07-07,"Close",1970-01-01,2017-07-07
"617","3100250054","WS500272A",2,2018-01-07,"Open",2018-01-07,1970-01-01
"618","3100250054","WS500272A",0,2018-01-11,"Close",1970-01-01,2018-01-11
"619","3100250082","WS500209A",1,2018-02-24,"Open",2018-02-24,1970-01-01
"620","3100250106","WS500257A",4,2016-04-26,"Open",2016-04-26,1970-01-01
"621","3100250106","WS500257A",0,2016-05-19,"Close",1970-01-01,2016-05-19
"622","3100250106","WS500257A",8,2016-09-20,"Open",2016-09-20,1970-01-01
"623","3100250106","WS500257A",0,2016-10-10,"Close",1970-01-01,2016-10-10
"624","3100250106","WS500257A",12,2016-10-23,"Open",2016-10-23,1970-01-01
"625","3100250106","WS500257A",0,2016-11-21,"Close",1970-01-01,2016-11-21
"626","3100250106","WS500257A",1,2016-11-28,"Open",2016-11-28,1970-01-01
"627","3100250106","WS500257A",0,2016-12-11,"Close",1970-01-01,2016-12-11
"628","3100250106","WS500257A",4,2016-12-19,"Open",2016-12-19,1970-01-01
"629","3100250106","WS500257A",0,2017-01-24,"Close",1970-01-01,2017-01-24
"630","3100250106","WS500257A",6,2017-02-15,"Open",2017-02-15,1970-01-01
"631","3100250106","WS500257A",0,2017-02-19,"Close",1970-01-01,2017-02-19
"632","3100250106","WS500257A",12,2017-04-12,"Open",2017-04-12,1970-01-01
"633","3100250106","WS500257A",0,2017-05-27,"Close",1970-01-01,2017-05-27
"634","3100250106","WS500257A",4,2017-07-02,"Open",2017-07-02,1970-01-01
"635","3100250106","WS500257A",0,2017-08-19,"Close",1970-01-01,2017-08-19
"636","3100250106","WS500257A",3,2017-09-15,"Open",2017-09-15,1970-01-01
"637","3100250106","WS500257A",0,2017-10-17,"Close",1970-01-01,2017-10-17
"638","3100250178","WS500282A",1,2016-10-11,"Open",2016-10-11,1970-01-01
"639","3100250178","WS500282A",0,2016-10-14,"Close",1970-01-01,2016-10-14
"640","3100250178","WS500282A",3,2016-11-24,"Open",2016-11-24,1970-01-01
"641","3100250178","WS500282A",0,2016-11-30,"Close",1970-01-01,2016-11-30
"642","3100250178","WS500282A",5,2016-12-12,"Open",2016-12-12,1970-01-01
"643","3100250178","WS500282A",0,2016-12-18,"Close",1970-01-01,2016-12-18
"644","3100250178","WS500282A",5,2016-12-21,"Open",2016-12-21,1970-01-01
"645","3100250178","WS500282A",0,2016-12-26,"Close",1970-01-01,2016-12-26
"646","3100250178","WS500282A",1,2017-01-14,"Open",2017-01-14,1970-01-01
"647","3100250178","WS500282A",0,2017-02-01,"Close",1970-01-01,2017-02-01
"648","3100250178","WS500282A",2,2017-02-21,"Open",2017-02-21,1970-01-01
"649","3100250178","WS500282A",0,2017-02-24,"Close",1970-01-01,2017-02-24
"650","3100250178","WS500282A",1,2017-03-01,"Open",2017-03-01,1970-01-01
"651","3100250178","WS500282A",0,2017-03-13,"Close",1970-01-01,2017-03-13
"652","3100250178","WS500282A",5,2017-03-17,"Open",2017-03-17,1970-01-01
"653","3100250190","WS500187A",1,2017-02-10,"Open",2017-02-10,1970-01-01
"654","3100250190","WS500187A",0,2017-02-26,"Close",1970-01-01,2017-02-26
"655","3100250190","WS500187A",1,2017-04-29,"Open",2017-04-29,1970-01-01
"656","3100250190","WS500187A",0,2017-05-15,"Close",1970-01-01,2017-05-15
"657","3100250306","WS500300A",3,2016-04-09,"Open",2016-04-09,1970-01-01
"658","3100250306","WS500300A",0,2016-12-10,"Close",1970-01-01,2016-12-10
"659","3100250306","WS500300A",1,2017-02-05,"Open",2017-02-05,1970-01-01
"660","3100250306","WS500300A",0,2017-06-20,"Close",1970-01-01,2017-06-20
"661","3100250306","WS500300A",3,2017-07-10,"Open",2017-07-10,1970-01-01
"662","3100250306","WS500300A",0,2017-12-09,"Close",1970-01-01,2017-12-09
"663","3100250306","WS500300A",2,2018-02-12,"Open",2018-02-12,1970-01-01
"664","3100250362","WS500293A",2,2017-08-18,"Open",2017-08-18,1970-01-01
"665","3100250362","WS500293A",0,2017-09-25,"Close",1970-01-01,2017-09-25
