"site","block","service_point_sn","pub_cust_id","meter_sn","meter_type","supply","floor","month.end","MonthlyConsumption","NetConsumption"
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","#16","2018-04-30",26024,"16605"
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","#16","2018-05-31",28649,"27294"
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","#16","2018-06-30",25502,"18710"
"Punggol","PG_B1","3004480399","008923213832","WS500090A","SUB","Indirect","#16","2018-07-31",29421,"23558"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2017-08-31",284018,"8090"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2017-09-30",391757,"22262"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2017-10-31",379108,"11491"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2017-11-30",369428,"11062"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2017-12-31",379258,"47447"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-01-31",364351,"7690"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-02-28",351264,"8221"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-03-31",409052,"9676"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-04-30",393663,"4902"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-05-31",422370,"12224"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-06-30",429640,"10636"
"Punggol","PG_B1","3004587232","008903171992","DP470569E","MAIN","Direct","#01","2018-07-31",447440,"25130"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2017-08-31",30950,"31682"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2017-09-30",46512,"16827"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2017-10-31",49634,"82847"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2017-11-30",47132,"26295"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2017-12-31",47001,"21198"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-01-31",50364,"20819"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-02-28",43948,"18660"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-03-31",47646,"35205"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-04-30",48296,"16605"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-05-31",54499,"27294"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-06-30",50945,"18710"
"Punggol","PG_B1","3090005152B","008903171992","EP180491B","BYPASS","Indirect","#01","2018-07-31",54728,"23558"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2017-08-31",836300,"31682"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2017-09-30",1191000,"16827"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2017-10-31",1301500,"82847"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2017-11-30",1183100,"26295"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2017-12-31",1181600,"21198"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-01-31",1244000,"20819"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-02-28",1118400,"18660"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-03-31",1217600,"35205"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-04-30",1210400,"16605"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-05-31",1319600,"27294"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-06-30",1233606,"18710"
"Punggol","PG_B1","3090005152M","008903171992","EP690491H","MAIN","Indirect","#01","2018-07-31",1313400,"23558"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2017-08-31",4860,"28283"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2017-09-30",6344,"30104"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2017-10-31",6841,"43516"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2017-11-30",7052,"44974"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2017-12-31",8169,"34300"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-01-31",7924,"39464"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-02-28",6938,"35977"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-03-31",7331,"97359"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-04-30",7358,"62943"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-05-31",5905,"59789"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-06-30",7675,"61392"
"Punggol","PG_B2","3004520700","008904752063","WS500104A","SUB","Indirect","#05","2018-07-31",7052,"80797"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2017-08-31",8031,"28283"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2017-09-30",12220,"30104"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2017-10-31",12648,"43516"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2017-11-30",11627,"44974"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2017-12-31",12041,"34300"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-01-31",10920,"39464"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-02-28",11191,"35977"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-03-31",11560,"97359"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-04-30",11032,"62943"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-05-31",10045,"59789"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-06-30",11251,"61392"
"Punggol","PG_B2","3004520724","008901389315","WS500110A","SUB","Indirect","#06","2018-07-31",9647,"80797"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2017-08-31",407,"28283"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2017-09-30",5741,"30104"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2017-10-31",552,"43516"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2017-11-30",729,"44974"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2017-12-31",4244,"34300"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-01-31",491,"39464"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-02-28",483,"35977"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-03-31",1179,"97359"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-04-30",811,"62943"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-05-31",821,"59789"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-06-30",4039,"61392"
"Punggol","PG_B2","3004520760","008914481059","WS500116A","SUB","Indirect","#07","2018-07-31",7423,"80797"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2017-08-31",5713,"28283"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2017-09-30",13482,"30104"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2017-10-31",13245,"43516"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2017-11-30",13947,"44974"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2017-12-31",15144,"34300"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-01-31",12760,"39464"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-02-28",12683,"35977"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-03-31",13612,"97359"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-04-30",12752,"62943"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-05-31",10468,"59789"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-06-30",2387,"61392"
"Punggol","PG_B2","3004520778","008935818511","WS500122A","SUB","Indirect","#08","2018-07-31",15303,"80797"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2017-08-31",14924,"28283"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2017-09-30",22038,"30104"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2017-10-31",24061,"43516"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2017-11-30",24362,"44974"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2017-12-31",25020,"34300"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-01-31",25865,"39464"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-02-28",21391,"35977"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-03-31",23020,"97359"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-04-30",23000,"62943"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-05-31",24894,"59789"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-06-30",24771,"61392"
"Punggol","PG_B2","3004520791","008903152935","WS500533A","SUB","Indirect","#09","2018-07-31",23320,"80797"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2017-08-31",2142,"28283"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2017-09-30",13899,"30104"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2017-10-31",11786,"43516"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2017-11-30",4454,"44974"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2017-12-31",6461,"34300"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-01-31",4924,"39464"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-02-28",641,"35977"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-03-31",1775,"97359"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-04-30",2938,"62943"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-05-31",25845,"59789"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-06-30",24984,"61392"
"Punggol","PG_B2","3004520810","008932012415","WS500134A","SUB","Indirect","#10","2018-07-31",25974,"80797"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2017-08-31",9745,"28283"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2017-09-30",12919,"30104"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2017-10-31",14868,"43516"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2017-11-30",12913,"44974"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2017-12-31",15080,"34300"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-01-31",12448,"39464"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-02-28",13002,"35977"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-03-31",12091,"97359"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-04-30",13105,"62943"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-05-31",15050,"59789"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-06-30",14993,"61392"
"Punggol","PG_B2","3004520840","008925776349","WS500140A","SUB","Indirect","#11","2018-07-31",15194,"80797"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2017-08-31",13920,"28283"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2017-09-30",21866,"30104"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2017-10-31",21844,"43516"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2017-11-30",21266,"44974"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2017-12-31",22485,"34300"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-01-31",22484,"39464"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-02-28",22959,"35977"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-03-31",18137,"97359"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-04-30",21169,"62943"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-05-31",22544,"59789"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-06-30",19239,"61392"
"Punggol","PG_B2","3004520867","008901386683","WS500146A","SUB","Indirect","#12","2018-07-31",23350,"80797"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2017-08-31",24096,"28283"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2017-09-30",28528,"30104"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2017-10-31",37731,"43516"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2017-11-30",33093,"44974"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2017-12-31",22754,"34300"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-01-31",35285,"39464"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-02-28",35752,"35977"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-03-31",34518,"97359"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-04-30",37293,"62943"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-05-31",41156,"59789"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-06-30",26199,"61392"
"Punggol","PG_B2","3004520880","008901385180","WS500152A","SUB","Indirect","#13","2018-07-31",39231,"80797"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2017-08-31",16374,"28283"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2017-09-30",16291,"30104"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2017-10-31",22896,"43516"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2017-11-30",20053,"44974"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2017-12-31",20502,"34300"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-01-31",25023,"39464"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-02-28",24096,"35977"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-03-31",22508,"97359"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-04-30",17581,"62943"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-05-31",16213,"59789"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-06-30",15424,"61392"
"Punggol","PG_B2","3004520894","008921987585","WS500158A","SUB","Indirect","#14","2018-07-31",19296,"80797"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2017-08-31",9952,"28283"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2017-09-30",13231,"30104"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2017-10-31",13334,"43516"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2017-11-30",13689,"44974"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2017-12-31",19551,"34300"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-01-31",26290,"39464"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-02-28",18690,"35977"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-03-31",12961,"97359"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-04-30",11604,"62943"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-05-31",10586,"59789"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-06-30",10223,"61392"
"Punggol","PG_B2","3004520911","008901385255","WS500164A","SUB","Indirect","#15","2018-07-31",11611,"80797"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2017-08-31",7176,"28283"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2017-09-30",6243,"30104"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2017-10-31",8615,"43516"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2017-11-30",7452,"44974"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2017-12-31",8430,"34300"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-01-31",10167,"39464"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-02-28",9422,"35977"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-03-31",12937,"97359"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-04-30",11782,"62943"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-05-31",8796,"59789"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-06-30",9348,"61392"
"Punggol","PG_B2","3004520929","00893527590","WS500170A","SUB","Indirect","#16","2018-07-31",8762,"80797"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2017-08-31",6465,"28283"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2017-09-30",9428,"30104"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2017-10-31",10774,"43516"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2017-11-30",9633,"44974"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2017-12-31",7547,"34300"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-01-31",10818,"39464"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-02-28",9261,"35977"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-03-31",10475,"97359"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-04-30",10011,"62943"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-05-31",9512,"59789"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-06-30",6890,"61392"
"Punggol","PG_B2","3004520954","008928387128","WS500176A","SUB","Indirect","#17","2018-07-31",10139,"80797"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2017-08-31",38505,"5507"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2017-09-30",54911,"7255"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2017-10-31",57559,"9301"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2017-11-30",51302,"10312"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2017-12-31",52720,"10731"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-01-31",36990,"10562"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-02-28",34460,"9026"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-03-31",38866,"10160"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-04-30",28423,"10617"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-05-31",43185,"12637"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-06-30",40587,"12775"
"Punggol","PG_B2","3004520967","008901541378","WS500091A","SUB","Direct","#02","2018-07-31",31345,"12753"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2017-08-31",6606,"5507"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2017-09-30",9085,"7255"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2017-10-31",9710,"9301"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2017-11-30",10011,"10312"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2017-12-31",10836,"10731"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-01-31",9523,"10562"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-02-28",9640,"9026"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-03-31",9979,"10160"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-04-30",9444,"10617"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-05-31",11961,"12637"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-06-30",15944,"12775"
"Punggol","PG_B2","3004521003","008922793834","WS500095A","SUB","Direct","#03","2018-07-31",12706,"12753"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2017-08-31",14282,"5507"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2017-09-30",26730,"7255"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2017-10-31",20423,"9301"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2017-11-30",18479,"10312"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2017-12-31",14909,"10731"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-01-31",13460,"10562"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-02-28",11667,"9026"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-03-31",16605,"10160"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-04-30",20132,"10617"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-05-31",19407,"12637"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-06-30",19329,"12775"
"Punggol","PG_B2","3004521017","008934843429","WS500099A","SUB","Direct","#04","2018-07-31",21776,"12753"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2017-08-31",370,"28283"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2017-09-30",152,"30104"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2017-10-31",0,"43516"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2017-11-30",0,"44974"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2017-12-31",609,"34300"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-01-31",10898,"39464"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-02-28",19844,"35977"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-03-31",18832,"97359"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-04-30",20439,"62943"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-05-31",19839,"59789"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-06-30",19758,"61392"
"Punggol","PG_B2","3004521035","008936862443","WS500105A","SUB","Indirect","#05","2018-07-31",21741,"80797"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2017-08-31",9315,"28283"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2017-09-30",13210,"30104"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2017-10-31",13512,"43516"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2017-11-30",12754,"44974"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2017-12-31",12264,"34300"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2018-01-31",12748,"39464"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2018-02-28",12253,"35977"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2018-03-31",16676,"97359"
"Punggol","PG_B2","3004521048","008901367378","WS500111A","SUB","Indirect","#06","2018-04-30",14367,"62943"
